GEOID,variable,Chinese,Korean,Spanish,Tagalog,Vietnamese
06075061100,B16001_083,NA,0,NA,NA,NA
06075061100,B16001_089,NA,NA,NA,NA,33
06075061100,B16001_101,NA,NA,NA,0,NA
06075061200,B16001_005,NA,NA,929,NA,NA
06075061200,B16001_077,0,NA,NA,NA,NA
06075061200,B16001_083,NA,0,NA,NA,NA
06075061200,B16001_089,NA,NA,NA,NA,73
06075061200,B16001_101,NA,NA,NA,0,NA
06075061400,B16001_005,NA,NA,239,NA,NA
06075061400,B16001_077,0,NA,NA,NA,NA
06075061400,B16001_083,NA,19,NA,NA,NA
06075061400,B16001_089,NA,NA,NA,NA,0
06075061400,B16001_101,NA,NA,NA,0,NA
06075061500,B16001_005,NA,NA,145,NA,NA
06075061500,B16001_077,0,NA,NA,NA,NA
06075061500,B16001_083,NA,43,NA,NA,NA
06075061500,B16001_089,NA,NA,NA,NA,236
06075061500,B16001_101,NA,NA,NA,0,NA
06075980200,B16001_005,NA,NA,5,NA,NA
06075980200,B16001_077,0,NA,NA,NA,NA
06075980200,B16001_083,NA,0,NA,NA,NA
06075980200,B16001_089,NA,NA,NA,NA,0
06075980200,B16001_101,NA,NA,NA,0,NA
06075980300,B16001_005,NA,NA,0,NA,NA
06075980300,B16001_077,0,NA,NA,NA,NA
06075980300,B16001_083,NA,0,NA,NA,NA
06075980300,B16001_089,NA,NA,NA,NA,0
06075980300,B16001_101,NA,NA,NA,0,NA
06075980401,B16001_005,NA,NA,0,NA,NA
06075980401,B16001_077,0,NA,NA,NA,NA
06075980401,B16001_083,NA,0,NA,NA,NA
06075980401,B16001_089,NA,NA,NA,NA,0
06075980401,B16001_101,NA,NA,NA,0,NA
06075980501,B16001_005,NA,NA,25,NA,NA
06075980501,B16001_077,0,NA,NA,NA,NA
06075980501,B16001_083,NA,0,NA,NA,NA
06075980501,B16001_089,NA,NA,NA,NA,0
06075980501,B16001_101,NA,NA,NA,0,NA
06075980600,B16001_005,NA,NA,40,NA,NA
06075980600,B16001_077,0,NA,NA,NA,NA
06075980600,B16001_083,NA,0,NA,NA,NA
06075980600,B16001_089,NA,NA,NA,NA,0
06075980600,B16001_101,NA,NA,NA,0,NA
06075980900,B16001_005,NA,NA,27,NA,NA
06075980900,B16001_077,0,NA,NA,NA,NA
06075980900,B16001_083,NA,0,NA,NA,NA
06075980900,B16001_089,NA,NA,NA,NA,0
06075980900,B16001_101,NA,NA,NA,0,NA
06075990100,B16001_005,NA,NA,0,NA,NA
06075990100,B16001_077,0,NA,NA,NA,NA
06075990100,B16001_083,NA,0,NA,NA,NA
06075990100,B16001_089,NA,NA,NA,NA,0
06075990100,B16001_101,NA,NA,NA,0,NA
06081600100,B16001_005,NA,NA,102,NA,NA
06081600100,B16001_077,0,NA,NA,NA,NA
06081600100,B16001_083,NA,0,NA,NA,NA
06081600100,B16001_089,NA,NA,NA,NA,20
06081600100,B16001_101,NA,NA,NA,0,NA
06081600200,B16001_005,NA,NA,599,NA,NA
06081600200,B16001_077,0,NA,NA,NA,NA
06081600200,B16001_083,NA,0,NA,NA,NA
06081600200,B16001_089,NA,NA,NA,NA,61
06081600200,B16001_101,NA,NA,NA,0,NA
06081600300,B16001_005,NA,NA,197,NA,NA
06081600300,B16001_077,0,NA,NA,NA,NA
06081600300,B16001_083,NA,0,NA,NA,NA
06081600300,B16001_089,NA,NA,NA,NA,0
06081600300,B16001_101,NA,NA,NA,0,NA
06081600401,B16001_005,NA,NA,85,NA,NA
06081600401,B16001_077,42,NA,NA,NA,NA
06081600401,B16001_083,NA,0,NA,NA,NA
06081600401,B16001_089,NA,NA,NA,NA,0
06081600401,B16001_101,NA,NA,NA,0,NA
06081600402,B16001_005,NA,NA,496,NA,NA
06081600402,B16001_077,0,NA,NA,NA,NA
06081600402,B16001_083,NA,0,NA,NA,NA
06081600402,B16001_089,NA,NA,NA,NA,0
06081600402,B16001_101,NA,NA,NA,0,NA
06081600500,B16001_005,NA,NA,393,NA,NA
06081600500,B16001_077,0,NA,NA,NA,NA
06081600500,B16001_083,NA,0,NA,NA,NA
06081600500,B16001_089,NA,NA,NA,NA,0
06081600500,B16001_101,NA,NA,NA,0,NA
06081600600,B16001_005,NA,NA,863,NA,NA
06081600600,B16001_077,0,NA,NA,NA,NA
06081600600,B16001_083,NA,0,NA,NA,NA
06081600600,B16001_089,NA,NA,NA,NA,0
06081600600,B16001_101,NA,NA,NA,0,NA
06081600700,B16001_005,NA,NA,776,NA,NA
06081600700,B16001_077,0,NA,NA,NA,NA
06081600700,B16001_083,NA,0,NA,NA,NA
06081600700,B16001_089,NA,NA,NA,NA,0
06081600700,B16001_101,NA,NA,NA,0,NA
06081600800,B16001_005,NA,NA,421,NA,NA
06081600800,B16001_077,0,NA,NA,NA,NA
06081600800,B16001_083,NA,19,NA,NA,NA
06081600800,B16001_089,NA,NA,NA,NA,54
06081600800,B16001_101,NA,NA,NA,0,NA
06081600900,B16001_005,NA,NA,77,NA,NA
06081600900,B16001_077,0,NA,NA,NA,NA
06081600900,B16001_083,NA,0,NA,NA,NA
06081600900,B16001_089,NA,NA,NA,NA,28
06081600900,B16001_101,NA,NA,NA,0,NA
06081601000,B16001_005,NA,NA,174,NA,NA
06081601000,B16001_077,0,NA,NA,NA,NA
06081601000,B16001_083,NA,31,NA,NA,NA
06081601000,B16001_089,NA,NA,NA,NA,45
06081601000,B16001_101,NA,NA,NA,0,NA
06081601100,B16001_005,NA,NA,221,NA,NA
06081601100,B16001_077,0,NA,NA,NA,NA
06081601100,B16001_083,NA,0,NA,NA,NA
06081601100,B16001_089,NA,NA,NA,NA,30
06081601100,B16001_101,NA,NA,NA,0,NA
06081601200,B16001_005,NA,NA,460,NA,NA
06081601200,B16001_077,0,NA,NA,NA,NA
06081601200,B16001_083,NA,9,NA,NA,NA
06081601200,B16001_089,NA,NA,NA,NA,0
06081601200,B16001_101,NA,NA,NA,0,NA
06081601300,B16001_005,NA,NA,1637,NA,NA
06081601300,B16001_077,0,NA,NA,NA,NA
06081601300,B16001_083,NA,51,NA,NA,NA
06081601300,B16001_089,NA,NA,NA,NA,3
06081601300,B16001_101,NA,NA,NA,0,NA
06081601400,B16001_005,NA,NA,607,NA,NA
06081601400,B16001_077,0,NA,NA,NA,NA
06081601400,B16001_083,NA,10,NA,NA,NA
06081601400,B16001_089,NA,NA,NA,NA,18
06081601400,B16001_101,NA,NA,NA,0,NA
06081601501,B16001_005,NA,NA,45,NA,NA
06081601501,B16001_077,0,NA,NA,NA,NA
06081601501,B16001_083,NA,0,NA,NA,NA
06081601501,B16001_089,NA,NA,NA,NA,0
06081601501,B16001_101,NA,NA,NA,0,NA
06081601502,B16001_005,NA,NA,638,NA,NA
06081601502,B16001_077,0,NA,NA,NA,NA
06081601502,B16001_083,NA,0,NA,NA,NA
06081601502,B16001_089,NA,NA,NA,NA,38
06081601502,B16001_101,NA,NA,NA,0,NA
06081601601,B16001_005,NA,NA,292,NA,NA
06081601601,B16001_077,0,NA,NA,NA,NA
06081601601,B16001_083,NA,0,NA,NA,NA
06081601601,B16001_089,NA,NA,NA,NA,15
06081601601,B16001_101,NA,NA,NA,0,NA
06081601603,B16001_005,NA,NA,88,NA,NA
06081601603,B16001_077,0,NA,NA,NA,NA
06081601603,B16001_083,NA,0,NA,NA,NA
06081601603,B16001_089,NA,NA,NA,NA,0
06081601603,B16001_101,NA,NA,NA,0,NA
06081601604,B16001_005,NA,NA,84,NA,NA
06081601604,B16001_077,0,NA,NA,NA,NA
06081601604,B16001_083,NA,0,NA,NA,NA
06081601604,B16001_089,NA,NA,NA,NA,0
06081601604,B16001_101,NA,NA,NA,0,NA
06081601605,B16001_005,NA,NA,163,NA,NA
06081601605,B16001_077,0,NA,NA,NA,NA
06081601605,B16001_083,NA,21,NA,NA,NA
06081601605,B16001_089,NA,NA,NA,NA,35
06081601605,B16001_101,NA,NA,NA,0,NA
06081601700,B16001_005,NA,NA,133,NA,NA
06081601700,B16001_077,0,NA,NA,NA,NA
06081601700,B16001_083,NA,0,NA,NA,NA
06081601700,B16001_089,NA,NA,NA,NA,0
06081601700,B16001_101,NA,NA,NA,0,NA
06081601800,B16001_005,NA,NA,464,NA,NA
06081601800,B16001_077,0,NA,NA,NA,NA
06081601800,B16001_083,NA,0,NA,NA,NA
06081601800,B16001_089,NA,NA,NA,NA,0
06081601800,B16001_101,NA,NA,NA,0,NA
06081601901,B16001_005,NA,NA,292,NA,NA
06081601901,B16001_077,0,NA,NA,NA,NA
06081601901,B16001_083,NA,0,NA,NA,NA
06081601901,B16001_089,NA,NA,NA,NA,1
06081601901,B16001_101,NA,NA,NA,0,NA
06081601902,B16001_005,NA,NA,405,NA,NA
06081601902,B16001_077,0,NA,NA,NA,NA
06081601902,B16001_083,NA,0,NA,NA,NA
06081601902,B16001_089,NA,NA,NA,NA,16
06081601902,B16001_101,NA,NA,NA,0,NA
06081602000,B16001_005,NA,NA,885,NA,NA
06081602000,B16001_077,0,NA,NA,NA,NA
06081602000,B16001_083,NA,0,NA,NA,NA
06081602000,B16001_089,NA,NA,NA,NA,0
06081602000,B16001_101,NA,NA,NA,0,NA
06081602100,B16001_005,NA,NA,960,NA,NA
06081602100,B16001_077,0,NA,NA,NA,NA
06081602100,B16001_083,NA,0,NA,NA,NA
06081602100,B16001_089,NA,NA,NA,NA,6
06081602100,B16001_101,NA,NA,NA,0,NA
06081602200,B16001_005,NA,NA,1843,NA,NA
06081602200,B16001_077,0,NA,NA,NA,NA
06081602200,B16001_083,NA,0,NA,NA,NA
06081602200,B16001_089,NA,NA,NA,NA,54
06081602200,B16001_101,NA,NA,NA,0,NA
06081602300,B16001_005,NA,NA,845,NA,NA
06081602300,B16001_077,0,NA,NA,NA,NA
06081602300,B16001_083,NA,0,NA,NA,NA
06081602300,B16001_089,NA,NA,NA,NA,0
06081602300,B16001_101,NA,NA,NA,0,NA
06081602400,B16001_005,NA,NA,656,NA,NA
06081602400,B16001_077,0,NA,NA,NA,NA
06081602400,B16001_083,NA,0,NA,NA,NA
06081602400,B16001_089,NA,NA,NA,NA,0
06081602400,B16001_101,NA,NA,NA,0,NA
06081602500,B16001_005,NA,NA,220,NA,NA
06081602500,B16001_077,0,NA,NA,NA,NA
06081602500,B16001_083,NA,0,NA,NA,NA
06081602500,B16001_089,NA,NA,NA,NA,0
06081602500,B16001_101,NA,NA,NA,0,NA
06081602600,B16001_005,NA,NA,230,NA,NA
06081602600,B16001_077,0,NA,NA,NA,NA
06081602600,B16001_083,NA,0,NA,NA,NA
06081602600,B16001_089,NA,NA,NA,NA,17
06081602600,B16001_101,NA,NA,NA,0,NA
06081602700,B16001_005,NA,NA,274,NA,NA
06081602700,B16001_077,0,NA,NA,NA,NA
06081602700,B16001_083,NA,0,NA,NA,NA
06081602700,B16001_089,NA,NA,NA,NA,44
06081602700,B16001_101,NA,NA,NA,0,NA
06081602800,B16001_005,NA,NA,133,NA,NA
06081602800,B16001_077,0,NA,NA,NA,NA
06081602800,B16001_083,NA,0,NA,NA,NA
06081602800,B16001_089,NA,NA,NA,NA,9
06081602800,B16001_101,NA,NA,NA,0,NA
06081602900,B16001_005,NA,NA,49,NA,NA
06081602900,B16001_077,0,NA,NA,NA,NA
06081602900,B16001_083,NA,0,NA,NA,NA
06081602900,B16001_089,NA,NA,NA,NA,0
06081602900,B16001_101,NA,NA,NA,0,NA
06081603000,B16001_005,NA,NA,95,NA,NA
06081603000,B16001_077,0,NA,NA,NA,NA
06081603000,B16001_083,NA,0,NA,NA,NA
06081603000,B16001_089,NA,NA,NA,NA,21
06081603000,B16001_101,NA,NA,NA,0,NA
06081603100,B16001_005,NA,NA,78,NA,NA
06081603100,B16001_077,0,NA,NA,NA,NA
06081603100,B16001_083,NA,0,NA,NA,NA
06081603100,B16001_089,NA,NA,NA,NA,8
06081603100,B16001_101,NA,NA,NA,0,NA
06081603200,B16001_005,NA,NA,119,NA,NA
06081603200,B16001_077,0,NA,NA,NA,NA
06081603200,B16001_083,NA,0,NA,NA,NA
06081603200,B16001_089,NA,NA,NA,NA,20
06081603200,B16001_101,NA,NA,NA,0,NA
06081603300,B16001_005,NA,NA,48,NA,NA
06081603300,B16001_077,0,NA,NA,NA,NA
06081603300,B16001_083,NA,0,NA,NA,NA
06081603300,B16001_089,NA,NA,NA,NA,0
06081603300,B16001_101,NA,NA,NA,0,NA
06081603400,B16001_005,NA,NA,131,NA,NA
06081603400,B16001_077,0,NA,NA,NA,NA
06081603400,B16001_083,NA,0,NA,NA,NA
06081603400,B16001_089,NA,NA,NA,NA,0
06081603400,B16001_101,NA,NA,NA,0,NA
06081603700,B16001_005,NA,NA,296,NA,NA
06081603700,B16001_077,0,NA,NA,NA,NA
06081603700,B16001_083,NA,0,NA,NA,NA
06081603700,B16001_089,NA,NA,NA,NA,0
06081603700,B16001_101,NA,NA,NA,0,NA
06081603801,B16001_005,NA,NA,111,NA,NA
06081603801,B16001_077,0,NA,NA,NA,NA
06081603801,B16001_083,NA,0,NA,NA,NA
06081603801,B16001_089,NA,NA,NA,NA,13
06081603801,B16001_101,NA,NA,NA,0,NA
06081603802,B16001_005,NA,NA,219,NA,NA
06081603802,B16001_077,0,NA,NA,NA,NA
06081603802,B16001_083,NA,0,NA,NA,NA
06081603802,B16001_089,NA,NA,NA,NA,0
06081603802,B16001_101,NA,NA,NA,0,NA
06081603900,B16001_005,NA,NA,295,NA,NA
06081603900,B16001_077,0,NA,NA,NA,NA
06081603900,B16001_083,NA,0,NA,NA,NA
06081603900,B16001_089,NA,NA,NA,NA,6
06081603900,B16001_101,NA,NA,NA,0,NA
06081604000,B16001_005,NA,NA,67,NA,NA
06081604000,B16001_077,0,NA,NA,NA,NA
06081604000,B16001_083,NA,0,NA,NA,NA
06081604000,B16001_089,NA,NA,NA,NA,14
06081604000,B16001_101,NA,NA,NA,0,NA
06081604101,B16001_005,NA,NA,1117,NA,NA
06081604101,B16001_077,0,NA,NA,NA,NA
06081604101,B16001_083,NA,0,NA,NA,NA
06081604101,B16001_089,NA,NA,NA,NA,78
06081604101,B16001_101,NA,NA,NA,0,NA
06081604102,B16001_005,NA,NA,73,NA,NA
06081604102,B16001_077,0,NA,NA,NA,NA
06081604102,B16001_083,NA,20,NA,NA,NA
06081604102,B16001_089,NA,NA,NA,NA,0
06081604102,B16001_101,NA,NA,NA,0,NA
06081604200,B16001_005,NA,NA,934,NA,NA
06081604200,B16001_077,0,NA,NA,NA,NA
06081604200,B16001_083,NA,0,NA,NA,NA
06081604200,B16001_089,NA,NA,NA,NA,0
06081604200,B16001_101,NA,NA,NA,0,NA
06081604400,B16001_005,NA,NA,254,NA,NA
06081604400,B16001_077,0,NA,NA,NA,NA
06081604400,B16001_083,NA,8,NA,NA,NA
06081604400,B16001_089,NA,NA,NA,NA,0
06081604400,B16001_101,NA,NA,NA,0,NA
06081604500,B16001_005,NA,NA,27,NA,NA
06081604500,B16001_077,0,NA,NA,NA,NA
06081604500,B16001_083,NA,0,NA,NA,NA
06081604500,B16001_089,NA,NA,NA,NA,0
06081604500,B16001_101,NA,NA,NA,0,NA
06081604600,B16001_005,NA,NA,5,NA,NA
06081604600,B16001_077,0,NA,NA,NA,NA
06081604600,B16001_083,NA,0,NA,NA,NA
06081604600,B16001_089,NA,NA,NA,NA,0
06081604600,B16001_101,NA,NA,NA,0,NA
06081604700,B16001_005,NA,NA,19,NA,NA
06081604700,B16001_077,0,NA,NA,NA,NA
06081604700,B16001_083,NA,0,NA,NA,NA
06081604700,B16001_089,NA,NA,NA,NA,0
06081604700,B16001_101,NA,NA,NA,0,NA
06081604800,B16001_005,NA,NA,219,NA,NA
06081604800,B16001_077,0,NA,NA,NA,NA
06081604800,B16001_083,NA,0,NA,NA,NA
06081604800,B16001_089,NA,NA,NA,NA,0
06081604800,B16001_101,NA,NA,NA,0,NA
06081604900,B16001_005,NA,NA,12,NA,NA
06081604900,B16001_077,0,NA,NA,NA,NA
06081604900,B16001_083,NA,0,NA,NA,NA
06081604900,B16001_089,NA,NA,NA,NA,0
06081604900,B16001_101,NA,NA,NA,0,NA
06081605000,B16001_005,NA,NA,213,NA,NA
06081605000,B16001_077,0,NA,NA,NA,NA
06081605000,B16001_083,NA,0,NA,NA,NA
06081605000,B16001_089,NA,NA,NA,NA,0
06081605000,B16001_101,NA,NA,NA,0,NA
06081605100,B16001_005,NA,NA,68,NA,NA
06081605100,B16001_077,0,NA,NA,NA,NA
06081605100,B16001_083,NA,0,NA,NA,NA
06081605100,B16001_089,NA,NA,NA,NA,20
06081605100,B16001_101,NA,NA,NA,0,NA
06081605200,B16001_005,NA,NA,103,NA,NA
06081605200,B16001_077,0,NA,NA,NA,NA
06081605200,B16001_083,NA,0,NA,NA,NA
06081605200,B16001_089,NA,NA,NA,NA,31
06081605200,B16001_101,NA,NA,NA,0,NA
06081605300,B16001_005,NA,NA,76,NA,NA
06081605300,B16001_077,0,NA,NA,NA,NA
06081605300,B16001_083,NA,0,NA,NA,NA
06081605300,B16001_089,NA,NA,NA,NA,0
06081605300,B16001_101,NA,NA,NA,0,NA
06081605400,B16001_005,NA,NA,251,NA,NA
06081605400,B16001_077,0,NA,NA,NA,NA
06081605400,B16001_083,NA,0,NA,NA,NA
06081605400,B16001_089,NA,NA,NA,NA,0
06081605400,B16001_101,NA,NA,NA,0,NA
06081605500,B16001_005,NA,NA,124,NA,NA
06081605500,B16001_077,0,NA,NA,NA,NA
06081605500,B16001_083,NA,17,NA,NA,NA
06081605500,B16001_089,NA,NA,NA,NA,0
06081605500,B16001_101,NA,NA,NA,0,NA
06081605600,B16001_005,NA,NA,17,NA,NA
06081605600,B16001_077,0,NA,NA,NA,NA
06081605600,B16001_083,NA,0,NA,NA,NA
06081605600,B16001_089,NA,NA,NA,NA,0
06081605600,B16001_101,NA,NA,NA,0,NA
06081605700,B16001_005,NA,NA,12,NA,NA
06081605700,B16001_077,0,NA,NA,NA,NA
06081605700,B16001_083,NA,0,NA,NA,NA
06081605700,B16001_089,NA,NA,NA,NA,0
06081605700,B16001_101,NA,NA,NA,0,NA
06081605800,B16001_005,NA,NA,37,NA,NA
06081605800,B16001_077,0,NA,NA,NA,NA
06081605800,B16001_083,NA,0,NA,NA,NA
06081605800,B16001_089,NA,NA,NA,NA,0
06081605800,B16001_101,NA,NA,NA,0,NA
06081605900,B16001_005,NA,NA,936,NA,NA
06081605900,B16001_077,0,NA,NA,NA,NA
06081605900,B16001_083,NA,0,NA,NA,NA
06081605900,B16001_089,NA,NA,NA,NA,0
06081605900,B16001_101,NA,NA,NA,0,NA
06081606000,B16001_005,NA,NA,1338,NA,NA
06081606000,B16001_077,0,NA,NA,NA,NA
06081606000,B16001_083,NA,0,NA,NA,NA
06081606000,B16001_089,NA,NA,NA,NA,0
06081606000,B16001_101,NA,NA,NA,0,NA
06081606100,B16001_005,NA,NA,693,NA,NA
06081606100,B16001_077,0,NA,NA,NA,NA
06081606100,B16001_083,NA,0,NA,NA,NA
06081606100,B16001_089,NA,NA,NA,NA,24
06081606100,B16001_101,NA,NA,NA,0,NA
06081606200,B16001_005,NA,NA,2786,NA,NA
06081606200,B16001_077,0,NA,NA,NA,NA
06081606200,B16001_083,NA,0,NA,NA,NA
06081606200,B16001_089,NA,NA,NA,NA,0
06081606200,B16001_101,NA,NA,NA,0,NA
06081606300,B16001_005,NA,NA,757,NA,NA
06081606300,B16001_077,130,NA,NA,NA,NA
06081606300,B16001_083,NA,0,NA,NA,NA
06081606300,B16001_089,NA,NA,NA,NA,54
06081606300,B16001_101,NA,NA,NA,0,NA
06081606400,B16001_005,NA,NA,134,NA,NA
06081606400,B16001_077,0,NA,NA,NA,NA
06081606400,B16001_083,NA,0,NA,NA,NA
06081606400,B16001_089,NA,NA,NA,NA,0
06081606400,B16001_101,NA,NA,NA,0,NA
06081606500,B16001_005,NA,NA,13,NA,NA
06081606500,B16001_077,0,NA,NA,NA,NA
06081606500,B16001_083,NA,0,NA,NA,NA
06081606500,B16001_089,NA,NA,NA,NA,1
06081606500,B16001_101,NA,NA,NA,0,NA
06081606600,B16001_005,NA,NA,344,NA,NA
06081606600,B16001_077,0,NA,NA,NA,NA
06081606600,B16001_083,NA,0,NA,NA,NA
06081606600,B16001_089,NA,NA,NA,NA,0
06081606600,B16001_101,NA,NA,NA,0,NA
06081606700,B16001_005,NA,NA,0,NA,NA
06081606700,B16001_077,0,NA,NA,NA,NA
06081606700,B16001_083,NA,0,NA,NA,NA
06081606700,B16001_089,NA,NA,NA,NA,0
06081606700,B16001_101,NA,NA,NA,0,NA
06081606800,B16001_005,NA,NA,0,NA,NA
06081606800,B16001_077,0,NA,NA,NA,NA
06081606800,B16001_083,NA,0,NA,NA,NA
06081606800,B16001_089,NA,NA,NA,NA,0
06081606800,B16001_101,NA,NA,NA,0,NA
06081606900,B16001_005,NA,NA,12,NA,NA
06081606900,B16001_077,0,NA,NA,NA,NA
06081606900,B16001_083,NA,0,NA,NA,NA
06081606900,B16001_089,NA,NA,NA,NA,0
06081606900,B16001_101,NA,NA,NA,0,NA
06081607000,B16001_005,NA,NA,19,NA,NA
06081607000,B16001_077,0,NA,NA,NA,NA
06081607000,B16001_083,NA,0,NA,NA,NA
06081607000,B16001_089,NA,NA,NA,NA,0
06081607000,B16001_101,NA,NA,NA,0,NA
06081607100,B16001_005,NA,NA,29,NA,NA
06081607100,B16001_077,0,NA,NA,NA,NA
06081607100,B16001_083,NA,0,NA,NA,NA
06081607100,B16001_089,NA,NA,NA,NA,0
06081607100,B16001_101,NA,NA,NA,0,NA
06081607200,B16001_005,NA,NA,215,NA,NA
06081607200,B16001_077,0,NA,NA,NA,NA
06081607200,B16001_083,NA,0,NA,NA,NA
06081607200,B16001_089,NA,NA,NA,NA,0
06081607200,B16001_101,NA,NA,NA,0,NA
06081607300,B16001_005,NA,NA,135,NA,NA
06081607300,B16001_077,0,NA,NA,NA,NA
06081607300,B16001_083,NA,0,NA,NA,NA
06081607300,B16001_089,NA,NA,NA,NA,0
06081607300,B16001_101,NA,NA,NA,0,NA
06081607400,B16001_005,NA,NA,241,NA,NA
06081607400,B16001_077,0,NA,NA,NA,NA
06081607400,B16001_083,NA,0,NA,NA,NA
06081607400,B16001_089,NA,NA,NA,NA,0
06081607400,B16001_101,NA,NA,NA,0,NA
06081607500,B16001_005,NA,NA,312,NA,NA
06081607500,B16001_077,0,NA,NA,NA,NA
06081607500,B16001_083,NA,0,NA,NA,NA
06081607500,B16001_089,NA,NA,NA,NA,0
06081607500,B16001_101,NA,NA,NA,0,NA
06081607600,B16001_005,NA,NA,360,NA,NA
06081607600,B16001_077,0,NA,NA,NA,NA
06081607600,B16001_083,NA,0,NA,NA,NA
06081607600,B16001_089,NA,NA,NA,NA,0
06081607600,B16001_101,NA,NA,NA,0,NA
06081607701,B16001_005,NA,NA,529,NA,NA
06081607701,B16001_077,25,NA,NA,NA,NA
06081607701,B16001_083,NA,0,NA,NA,NA
06081607701,B16001_089,NA,NA,NA,NA,0
06081607701,B16001_101,NA,NA,NA,0,NA
06081607702,B16001_005,NA,NA,402,NA,NA
06081607702,B16001_077,0,NA,NA,NA,NA
06081607702,B16001_083,NA,0,NA,NA,NA
06081607702,B16001_089,NA,NA,NA,NA,18
06081607702,B16001_101,NA,NA,NA,0,NA
06081607800,B16001_005,NA,NA,313,NA,NA
06081607800,B16001_077,0,NA,NA,NA,NA
06081607800,B16001_083,NA,0,NA,NA,NA
06081607800,B16001_089,NA,NA,NA,NA,28
06081607800,B16001_101,NA,NA,NA,0,NA
06081607900,B16001_005,NA,NA,11,NA,NA
06081607900,B16001_077,0,NA,NA,NA,NA
06081607900,B16001_083,NA,9,NA,NA,NA
06081607900,B16001_089,NA,NA,NA,NA,0
06081607900,B16001_101,NA,NA,NA,0,NA
06081608001,B16001_005,NA,NA,68,NA,NA
06081608001,B16001_077,0,NA,NA,NA,NA
06081608001,B16001_083,NA,0,NA,NA,NA
06081608001,B16001_089,NA,NA,NA,NA,0
06081608001,B16001_101,NA,NA,NA,0,NA
06081608002,B16001_005,NA,NA,12,NA,NA
06081608002,B16001_077,0,NA,NA,NA,NA
06081608002,B16001_083,NA,0,NA,NA,NA
06081608002,B16001_089,NA,NA,NA,NA,0
06081608002,B16001_101,NA,NA,NA,0,NA
06081608004,B16001_005,NA,NA,40,NA,NA
06081608004,B16001_077,0,NA,NA,NA,NA
06081608004,B16001_083,NA,0,NA,NA,NA
06081608004,B16001_089,NA,NA,NA,NA,42
06081608004,B16001_101,NA,NA,NA,0,NA
06081608013,B16001_005,NA,NA,25,NA,NA
06081608013,B16001_077,0,NA,NA,NA,NA
06081608013,B16001_083,NA,0,NA,NA,NA
06081608013,B16001_089,NA,NA,NA,NA,0
06081608013,B16001_101,NA,NA,NA,0,NA
06081608023,B16001_005,NA,NA,25,NA,NA
06081608023,B16001_077,0,NA,NA,NA,NA
06081608023,B16001_083,NA,0,NA,NA,NA
06081608023,B16001_089,NA,NA,NA,NA,0
06081608023,B16001_101,NA,NA,NA,0,NA
06081608100,B16001_005,NA,NA,23,NA,NA
06081608100,B16001_077,0,NA,NA,NA,NA
06081608100,B16001_083,NA,0,NA,NA,NA
06081608100,B16001_089,NA,NA,NA,NA,95
06081608100,B16001_101,NA,NA,NA,0,NA
06081608200,B16001_005,NA,NA,55,NA,NA
06081608200,B16001_077,0,NA,NA,NA,NA
06081608200,B16001_083,NA,0,NA,NA,NA
06081608200,B16001_089,NA,NA,NA,NA,0
06081608200,B16001_101,NA,NA,NA,0,NA
06081608300,B16001_005,NA,NA,69,NA,NA
06081608300,B16001_077,0,NA,NA,NA,NA
06081608300,B16001_083,NA,19,NA,NA,NA
06081608300,B16001_089,NA,NA,NA,NA,0
06081608300,B16001_101,NA,NA,NA,0,NA
06081608400,B16001_005,NA,NA,337,NA,NA
06081608400,B16001_077,0,NA,NA,NA,NA
06081608400,B16001_083,NA,14,NA,NA,NA
06081608400,B16001_089,NA,NA,NA,NA,0
06081608400,B16001_101,NA,NA,NA,0,NA
06081608501,B16001_005,NA,NA,288,NA,NA
06081608501,B16001_077,0,NA,NA,NA,NA
06081608501,B16001_083,NA,12,NA,NA,NA
06081608501,B16001_089,NA,NA,NA,NA,0
06081608501,B16001_101,NA,NA,NA,0,NA
06081608502,B16001_005,NA,NA,31,NA,NA
06081608502,B16001_077,0,NA,NA,NA,NA
06081608502,B16001_083,NA,0,NA,NA,NA
06081608502,B16001_089,NA,NA,NA,NA,11
06081608502,B16001_101,NA,NA,NA,0,NA
06081608600,B16001_005,NA,NA,219,NA,NA
06081608600,B16001_077,0,NA,NA,NA,NA
06081608600,B16001_083,NA,0,NA,NA,NA
06081608600,B16001_089,NA,NA,NA,NA,0
06081608600,B16001_101,NA,NA,NA,0,NA
06081608700,B16001_005,NA,NA,224,NA,NA
06081608700,B16001_077,0,NA,NA,NA,NA
06081608700,B16001_083,NA,0,NA,NA,NA
06081608700,B16001_089,NA,NA,NA,NA,58
06081608700,B16001_101,NA,NA,NA,0,NA
06081608800,B16001_005,NA,NA,161,NA,NA
06081608800,B16001_077,0,NA,NA,NA,NA
06081608800,B16001_083,NA,0,NA,NA,NA
06081608800,B16001_089,NA,NA,NA,NA,44
06081608800,B16001_101,NA,NA,NA,0,NA
06081608900,B16001_005,NA,NA,121,NA,NA
06081608900,B16001_077,0,NA,NA,NA,NA
06081608900,B16001_083,NA,0,NA,NA,NA
06081608900,B16001_089,NA,NA,NA,NA,0
06081608900,B16001_101,NA,NA,NA,0,NA
06081609000,B16001_005,NA,NA,67,NA,NA
06081609000,B16001_077,0,NA,NA,NA,NA
06081609000,B16001_083,NA,8,NA,NA,NA
06081609000,B16001_089,NA,NA,NA,NA,0
06081609000,B16001_101,NA,NA,NA,0,NA
