GEOID,variable,Chinese,Korean,Spanish,Tagalog,Vietnamese
06001442601,C16001_005,NA,NA,0,NA,NA
06001442601,C16001_020,NA,16,NA,NA,NA
06001442601,C16001_023,151,NA,NA,NA,NA
06001442601,C16001_024,NA,NA,NA,NA,136
06001442601,C16001_029,NA,NA,NA,33,NA
06001442602,C16001_005,NA,NA,284,NA,NA
06001442602,C16001_020,NA,0,NA,NA,NA
06001442602,C16001_023,285,NA,NA,NA,NA
06001442602,C16001_024,NA,NA,NA,NA,51
06001442602,C16001_029,NA,NA,NA,50,NA
06001442700,C16001_005,NA,NA,66,NA,NA
06001442700,C16001_020,NA,0,NA,NA,NA
06001442700,C16001_023,73,NA,NA,NA,NA
06001442700,C16001_024,NA,NA,NA,NA,60
06001442700,C16001_029,NA,NA,NA,0,NA
06001442800,C16001_005,NA,NA,91,NA,NA
06001442800,C16001_020,NA,0,NA,NA,NA
06001442800,C16001_023,371,NA,NA,NA,NA
06001442800,C16001_024,NA,NA,NA,NA,29
06001442800,C16001_029,NA,NA,NA,39,NA
06001442900,C16001_005,NA,NA,165,NA,NA
06001442900,C16001_020,NA,16,NA,NA,NA
06001442900,C16001_023,254,NA,NA,NA,NA
06001442900,C16001_024,NA,NA,NA,NA,112
06001442900,C16001_029,NA,NA,NA,126,NA
06001443001,C16001_005,NA,NA,138,NA,NA
06001443001,C16001_020,NA,14,NA,NA,NA
06001443001,C16001_023,343,NA,NA,NA,NA
06001443001,C16001_024,NA,NA,NA,NA,42
06001443001,C16001_029,NA,NA,NA,52,NA
06001443002,C16001_005,NA,NA,451,NA,NA
06001443002,C16001_020,NA,52,NA,NA,NA
06001443002,C16001_023,603,NA,NA,NA,NA
06001443002,C16001_024,NA,NA,NA,NA,149
06001443002,C16001_029,NA,NA,NA,18,NA
06001443102,C16001_005,NA,NA,31,NA,NA
06001443102,C16001_020,NA,52,NA,NA,NA
06001443102,C16001_023,601,NA,NA,NA,NA
06001443102,C16001_024,NA,NA,NA,NA,126
06001443102,C16001_029,NA,NA,NA,37,NA
06001443103,C16001_005,NA,NA,3,NA,NA
06001443103,C16001_020,NA,0,NA,NA,NA
06001443103,C16001_023,498,NA,NA,NA,NA
06001443103,C16001_024,NA,NA,NA,NA,96
06001443103,C16001_029,NA,NA,NA,0,NA
06001443104,C16001_005,NA,NA,23,NA,NA
06001443104,C16001_020,NA,56,NA,NA,NA
06001443104,C16001_023,880,NA,NA,NA,NA
06001443104,C16001_024,NA,NA,NA,NA,25
06001443104,C16001_029,NA,NA,NA,0,NA
06001443105,C16001_005,NA,NA,0,NA,NA
06001443105,C16001_020,NA,0,NA,NA,NA
06001443105,C16001_023,494,NA,NA,NA,NA
06001443105,C16001_024,NA,NA,NA,NA,340
06001443105,C16001_029,NA,NA,NA,12,NA
06001443200,C16001_005,NA,NA,39,NA,NA
06001443200,C16001_020,NA,13,NA,NA,NA
06001443200,C16001_023,292,NA,NA,NA,NA
06001443200,C16001_024,NA,NA,NA,NA,317
06001443200,C16001_029,NA,NA,NA,11,NA
06001443301,C16001_005,NA,NA,7,NA,NA
06001443301,C16001_020,NA,9,NA,NA,NA
06001443301,C16001_023,420,NA,NA,NA,NA
06001443301,C16001_024,NA,NA,NA,NA,97
06001443301,C16001_029,NA,NA,NA,44,NA
06001443321,C16001_005,NA,NA,13,NA,NA
06001443321,C16001_020,NA,56,NA,NA,NA
06001443321,C16001_023,362,NA,NA,NA,NA
06001443321,C16001_024,NA,NA,NA,NA,82
06001443321,C16001_029,NA,NA,NA,6,NA
06001443322,C16001_005,NA,NA,0,NA,NA
06001443322,C16001_020,NA,15,NA,NA,NA
06001443322,C16001_023,461,NA,NA,NA,NA
06001443322,C16001_024,NA,NA,NA,NA,112
06001443322,C16001_029,NA,NA,NA,25,NA
06001444100,C16001_005,NA,NA,284,NA,NA
06001444100,C16001_020,NA,0,NA,NA,NA
06001444100,C16001_023,163,NA,NA,NA,NA
06001444100,C16001_024,NA,NA,NA,NA,318
06001444100,C16001_029,NA,NA,NA,29,NA
06001444200,C16001_005,NA,NA,273,NA,NA
06001444200,C16001_020,NA,32,NA,NA,NA
06001444200,C16001_023,218,NA,NA,NA,NA
06001444200,C16001_024,NA,NA,NA,NA,327
06001444200,C16001_029,NA,NA,NA,201,NA
06001444301,C16001_005,NA,NA,203,NA,NA
06001444301,C16001_020,NA,0,NA,NA,NA
06001444301,C16001_023,99,NA,NA,NA,NA
06001444301,C16001_024,NA,NA,NA,NA,119
06001444301,C16001_029,NA,NA,NA,32,NA
06001444302,C16001_005,NA,NA,621,NA,NA
06001444302,C16001_020,NA,0,NA,NA,NA
06001444302,C16001_023,47,NA,NA,NA,NA
06001444302,C16001_024,NA,NA,NA,NA,19
06001444302,C16001_029,NA,NA,NA,37,NA
06001444400,C16001_005,NA,NA,743,NA,NA
06001444400,C16001_020,NA,0,NA,NA,NA
06001444400,C16001_023,182,NA,NA,NA,NA
06001444400,C16001_024,NA,NA,NA,NA,121
06001444400,C16001_029,NA,NA,NA,49,NA
06001444500,C16001_005,NA,NA,577,NA,NA
06001444500,C16001_020,NA,0,NA,NA,NA
06001444500,C16001_023,118,NA,NA,NA,NA
06001444500,C16001_024,NA,NA,NA,NA,266
06001444500,C16001_029,NA,NA,NA,142,NA
06001444601,C16001_005,NA,NA,291,NA,NA
06001444601,C16001_020,NA,27,NA,NA,NA
06001444601,C16001_023,151,NA,NA,NA,NA
06001444601,C16001_024,NA,NA,NA,NA,128
06001444601,C16001_029,NA,NA,NA,55,NA
06001444602,C16001_005,NA,NA,53,NA,NA
06001444602,C16001_020,NA,9,NA,NA,NA
06001444602,C16001_023,178,NA,NA,NA,NA
06001444602,C16001_024,NA,NA,NA,NA,165
06001444602,C16001_029,NA,NA,NA,0,NA
06001450101,C16001_005,NA,NA,21,NA,NA
06001450101,C16001_020,NA,44,NA,NA,NA
06001450101,C16001_023,154,NA,NA,NA,NA
06001450101,C16001_024,NA,NA,NA,NA,32
06001450101,C16001_029,NA,NA,NA,0,NA
06001450102,C16001_005,NA,NA,325,NA,NA
06001450102,C16001_020,NA,29,NA,NA,NA
06001450102,C16001_023,90,NA,NA,NA,NA
06001450102,C16001_024,NA,NA,NA,NA,16
06001450102,C16001_029,NA,NA,NA,57,NA
06001450200,C16001_005,NA,NA,9,NA,NA
06001450200,C16001_020,NA,23,NA,NA,NA
06001450200,C16001_023,375,NA,NA,NA,NA
06001450200,C16001_024,NA,NA,NA,NA,0
06001450200,C16001_029,NA,NA,NA,79,NA
06001450300,C16001_005,NA,NA,37,NA,NA
06001450300,C16001_020,NA,0,NA,NA,NA
06001450300,C16001_023,86,NA,NA,NA,NA
06001450300,C16001_024,NA,NA,NA,NA,357
06001450300,C16001_029,NA,NA,NA,89,NA
06001450400,C16001_005,NA,NA,86,NA,NA
06001450400,C16001_020,NA,0,NA,NA,NA
06001450400,C16001_023,162,NA,NA,NA,NA
06001450400,C16001_024,NA,NA,NA,NA,115
06001450400,C16001_029,NA,NA,NA,165,NA
06001450501,C16001_005,NA,NA,154,NA,NA
06001450501,C16001_020,NA,19,NA,NA,NA
06001450501,C16001_023,98,NA,NA,NA,NA
06001450501,C16001_024,NA,NA,NA,NA,6
06001450501,C16001_029,NA,NA,NA,8,NA
06001450502,C16001_005,NA,NA,24,NA,NA
06001450502,C16001_020,NA,44,NA,NA,NA
06001450502,C16001_023,149,NA,NA,NA,NA
06001450502,C16001_024,NA,NA,NA,NA,63
06001450502,C16001_029,NA,NA,NA,14,NA
06001450601,C16001_005,NA,NA,2,NA,NA
06001450601,C16001_020,NA,37,NA,NA,NA
06001450601,C16001_023,130,NA,NA,NA,NA
06001450601,C16001_024,NA,NA,NA,NA,42
06001450601,C16001_029,NA,NA,NA,19,NA
06001450602,C16001_005,NA,NA,74,NA,NA
06001450602,C16001_020,NA,308,NA,NA,NA
06001450602,C16001_023,107,NA,NA,NA,NA
06001450602,C16001_024,NA,NA,NA,NA,15
06001450602,C16001_029,NA,NA,NA,29,NA
06001450603,C16001_005,NA,NA,66,NA,NA
06001450603,C16001_020,NA,68,NA,NA,NA
06001450603,C16001_023,125,NA,NA,NA,NA
06001450603,C16001_024,NA,NA,NA,NA,21
06001450603,C16001_029,NA,NA,NA,12,NA
06001450604,C16001_005,NA,NA,107,NA,NA
06001450604,C16001_020,NA,136,NA,NA,NA
06001450604,C16001_023,86,NA,NA,NA,NA
06001450604,C16001_024,NA,NA,NA,NA,92
06001450604,C16001_029,NA,NA,NA,15,NA
06001450605,C16001_005,NA,NA,41,NA,NA
06001450605,C16001_020,NA,18,NA,NA,NA
06001450605,C16001_023,115,NA,NA,NA,NA
06001450605,C16001_024,NA,NA,NA,NA,0
06001450605,C16001_029,NA,NA,NA,52,NA
06001450606,C16001_005,NA,NA,22,NA,NA
06001450606,C16001_020,NA,56,NA,NA,NA
06001450606,C16001_023,207,NA,NA,NA,NA
06001450606,C16001_024,NA,NA,NA,NA,0
06001450606,C16001_029,NA,NA,NA,13,NA
06001450607,C16001_005,NA,NA,106,NA,NA
06001450607,C16001_020,NA,134,NA,NA,NA
06001450607,C16001_023,57,NA,NA,NA,NA
06001450607,C16001_024,NA,NA,NA,NA,38
06001450607,C16001_029,NA,NA,NA,0,NA
06001450701,C16001_005,NA,NA,57,NA,NA
06001450701,C16001_020,NA,59,NA,NA,NA
06001450701,C16001_023,243,NA,NA,NA,NA
06001450701,C16001_024,NA,NA,NA,NA,107
06001450701,C16001_029,NA,NA,NA,19,NA
06001450741,C16001_005,NA,NA,325,NA,NA
06001450741,C16001_020,NA,49,NA,NA,NA
06001450741,C16001_023,154,NA,NA,NA,NA
06001450741,C16001_024,NA,NA,NA,NA,1
06001450741,C16001_029,NA,NA,NA,0,NA
06001450742,C16001_005,NA,NA,76,NA,NA
06001450742,C16001_020,NA,91,NA,NA,NA
06001450742,C16001_023,158,NA,NA,NA,NA
06001450742,C16001_024,NA,NA,NA,NA,32
06001450742,C16001_029,NA,NA,NA,0,NA
06001450743,C16001_005,NA,NA,134,NA,NA
06001450743,C16001_020,NA,51,NA,NA,NA
06001450743,C16001_023,158,NA,NA,NA,NA
06001450743,C16001_024,NA,NA,NA,NA,0
06001450743,C16001_029,NA,NA,NA,23,NA
06001450744,C16001_005,NA,NA,51,NA,NA
06001450744,C16001_020,NA,85,NA,NA,NA
06001450744,C16001_023,225,NA,NA,NA,NA
06001450744,C16001_024,NA,NA,NA,NA,0
06001450744,C16001_029,NA,NA,NA,0,NA
06001450745,C16001_005,NA,NA,119,NA,NA
06001450745,C16001_020,NA,217,NA,NA,NA
06001450745,C16001_023,279,NA,NA,NA,NA
06001450745,C16001_024,NA,NA,NA,NA,39
06001450745,C16001_029,NA,NA,NA,85,NA
06001450746,C16001_005,NA,NA,68,NA,NA
06001450746,C16001_020,NA,52,NA,NA,NA
06001450746,C16001_023,90,NA,NA,NA,NA
06001450746,C16001_024,NA,NA,NA,NA,0
06001450746,C16001_029,NA,NA,NA,0,NA
06001450750,C16001_005,NA,NA,121,NA,NA
06001450750,C16001_020,NA,32,NA,NA,NA
06001450750,C16001_023,122,NA,NA,NA,NA
06001450750,C16001_024,NA,NA,NA,NA,28
06001450750,C16001_029,NA,NA,NA,44,NA
06001450751,C16001_005,NA,NA,8,NA,NA
06001450751,C16001_020,NA,43,NA,NA,NA
06001450751,C16001_023,662,NA,NA,NA,NA
06001450751,C16001_024,NA,NA,NA,NA,21
06001450751,C16001_029,NA,NA,NA,14,NA
06001450752,C16001_005,NA,NA,145,NA,NA
06001450752,C16001_020,NA,132,NA,NA,NA
06001450752,C16001_023,208,NA,NA,NA,NA
06001450752,C16001_024,NA,NA,NA,NA,187
06001450752,C16001_029,NA,NA,NA,52,NA
06001451101,C16001_005,NA,NA,287,NA,NA
06001451101,C16001_020,NA,0,NA,NA,NA
06001451101,C16001_023,135,NA,NA,NA,NA
06001451101,C16001_024,NA,NA,NA,NA,159
06001451101,C16001_029,NA,NA,NA,39,NA
06001451102,C16001_005,NA,NA,30,NA,NA
06001451102,C16001_020,NA,0,NA,NA,NA
06001451102,C16001_023,33,NA,NA,NA,NA
06001451102,C16001_024,NA,NA,NA,NA,0
06001451102,C16001_029,NA,NA,NA,10,NA
06001451201,C16001_005,NA,NA,432,NA,NA
06001451201,C16001_020,NA,0,NA,NA,NA
06001451201,C16001_023,21,NA,NA,NA,NA
06001451201,C16001_024,NA,NA,NA,NA,106
06001451201,C16001_029,NA,NA,NA,21,NA
06001451202,C16001_005,NA,NA,145,NA,NA
06001451202,C16001_020,NA,0,NA,NA,NA
06001451202,C16001_023,43,NA,NA,NA,NA
06001451202,C16001_024,NA,NA,NA,NA,14
06001451202,C16001_029,NA,NA,NA,0,NA
06001451300,C16001_005,NA,NA,90,NA,NA
06001451300,C16001_020,NA,0,NA,NA,NA
06001451300,C16001_023,104,NA,NA,NA,NA
06001451300,C16001_024,NA,NA,NA,NA,0
06001451300,C16001_029,NA,NA,NA,50,NA
06001451401,C16001_005,NA,NA,191,NA,NA
06001451401,C16001_020,NA,8,NA,NA,NA
06001451401,C16001_023,231,NA,NA,NA,NA
06001451401,C16001_024,NA,NA,NA,NA,0
06001451401,C16001_029,NA,NA,NA,0,NA
06001451403,C16001_005,NA,NA,202,NA,NA
06001451403,C16001_020,NA,0,NA,NA,NA
06001451403,C16001_023,5,NA,NA,NA,NA
06001451403,C16001_024,NA,NA,NA,NA,0
06001451403,C16001_029,NA,NA,NA,89,NA
06001451404,C16001_005,NA,NA,1283,NA,NA
06001451404,C16001_020,NA,0,NA,NA,NA
06001451404,C16001_023,51,NA,NA,NA,NA
06001451404,C16001_024,NA,NA,NA,NA,10
06001451404,C16001_029,NA,NA,NA,100,NA
06001451501,C16001_005,NA,NA,263,NA,NA
06001451501,C16001_020,NA,18,NA,NA,NA
06001451501,C16001_023,45,NA,NA,NA,NA
06001451501,C16001_024,NA,NA,NA,NA,0
06001451501,C16001_029,NA,NA,NA,66,NA
06001451503,C16001_005,NA,NA,307,NA,NA
06001451503,C16001_020,NA,0,NA,NA,NA
06001451503,C16001_023,37,NA,NA,NA,NA
06001451503,C16001_024,NA,NA,NA,NA,93
06001451503,C16001_029,NA,NA,NA,0,NA
06001451504,C16001_005,NA,NA,68,NA,NA
06001451504,C16001_020,NA,5,NA,NA,NA
06001451504,C16001_023,4,NA,NA,NA,NA
06001451504,C16001_024,NA,NA,NA,NA,0
06001451504,C16001_029,NA,NA,NA,12,NA
06001451505,C16001_005,NA,NA,13,NA,NA
06001451505,C16001_020,NA,0,NA,NA,NA
06001451505,C16001_023,0,NA,NA,NA,NA
06001451505,C16001_024,NA,NA,NA,NA,0
06001451505,C16001_029,NA,NA,NA,0,NA
06001451506,C16001_005,NA,NA,493,NA,NA
06001451506,C16001_020,NA,0,NA,NA,NA
06001451506,C16001_023,0,NA,NA,NA,NA
06001451506,C16001_024,NA,NA,NA,NA,0
06001451506,C16001_029,NA,NA,NA,36,NA
06001451601,C16001_005,NA,NA,13,NA,NA
06001451601,C16001_020,NA,0,NA,NA,NA
06001451601,C16001_023,70,NA,NA,NA,NA
06001451601,C16001_024,NA,NA,NA,NA,0
06001451601,C16001_029,NA,NA,NA,0,NA
06001451602,C16001_005,NA,NA,81,NA,NA
06001451602,C16001_020,NA,3,NA,NA,NA
06001451602,C16001_023,8,NA,NA,NA,NA
06001451602,C16001_024,NA,NA,NA,NA,0
06001451602,C16001_029,NA,NA,NA,107,NA
06001451701,C16001_005,NA,NA,0,NA,NA
06001451701,C16001_020,NA,0,NA,NA,NA
06001451701,C16001_023,10,NA,NA,NA,NA
06001451701,C16001_024,NA,NA,NA,NA,0
06001451701,C16001_029,NA,NA,NA,5,NA
06001451703,C16001_005,NA,NA,90,NA,NA
06001451703,C16001_020,NA,0,NA,NA,NA
06001451703,C16001_023,0,NA,NA,NA,NA
06001451703,C16001_024,NA,NA,NA,NA,52
06001451703,C16001_029,NA,NA,NA,79,NA
06001451704,C16001_005,NA,NA,224,NA,NA
06001451704,C16001_020,NA,0,NA,NA,NA
06001451704,C16001_023,0,NA,NA,NA,NA
06001451704,C16001_024,NA,NA,NA,NA,0
06001451704,C16001_029,NA,NA,NA,12,NA
06001981900,C16001_005,NA,NA,0,NA,NA
06001981900,C16001_020,NA,0,NA,NA,NA
06001981900,C16001_023,0,NA,NA,NA,NA
06001981900,C16001_024,NA,NA,NA,NA,0
06001981900,C16001_029,NA,NA,NA,0,NA
06001982000,C16001_005,NA,NA,4,NA,NA
06001982000,C16001_020,NA,0,NA,NA,NA
06001982000,C16001_023,0,NA,NA,NA,NA
06001982000,C16001_024,NA,NA,NA,NA,0
06001982000,C16001_029,NA,NA,NA,0,NA
06001983200,C16001_005,NA,NA,0,NA,NA
06001983200,C16001_020,NA,0,NA,NA,NA
06001983200,C16001_023,19,NA,NA,NA,NA
06001983200,C16001_024,NA,NA,NA,NA,3
06001983200,C16001_029,NA,NA,NA,0,NA
06001990000,C16001_005,NA,NA,0,NA,NA
06001990000,C16001_020,NA,0,NA,NA,NA
06001990000,C16001_023,0,NA,NA,NA,NA
06001990000,C16001_024,NA,NA,NA,NA,0
06001990000,C16001_029,NA,NA,NA,0,NA
06013301000,C16001_005,NA,NA,166,NA,NA
06013301000,C16001_020,NA,0,NA,NA,NA
06013301000,C16001_023,0,NA,NA,NA,NA
06013301000,C16001_024,NA,NA,NA,NA,0
06013301000,C16001_029,NA,NA,NA,27,NA
06013302005,C16001_005,NA,NA,582,NA,NA
06013302005,C16001_020,NA,24,NA,NA,NA
06013302005,C16001_023,32,NA,NA,NA,NA
06013302005,C16001_024,NA,NA,NA,NA,0
06013302005,C16001_029,NA,NA,NA,60,NA
06013302006,C16001_005,NA,NA,461,NA,NA
06013302006,C16001_020,NA,0,NA,NA,NA
06013302006,C16001_023,0,NA,NA,NA,NA
06013302006,C16001_024,NA,NA,NA,NA,39
06013302006,C16001_029,NA,NA,NA,0,NA
06013302007,C16001_005,NA,NA,624,NA,NA
06013302007,C16001_020,NA,0,NA,NA,NA
06013302007,C16001_023,16,NA,NA,NA,NA
06013302007,C16001_024,NA,NA,NA,NA,21
06013302007,C16001_029,NA,NA,NA,0,NA
06013302008,C16001_005,NA,NA,910,NA,NA
06013302008,C16001_020,NA,0,NA,NA,NA
06013302008,C16001_023,0,NA,NA,NA,NA
06013302008,C16001_024,NA,NA,NA,NA,0
06013302008,C16001_029,NA,NA,NA,77,NA
06013302009,C16001_005,NA,NA,628,NA,NA
06013302009,C16001_020,NA,0,NA,NA,NA
06013302009,C16001_023,160,NA,NA,NA,NA
06013302009,C16001_024,NA,NA,NA,NA,62
06013302009,C16001_029,NA,NA,NA,218,NA
06013302010,C16001_005,NA,NA,489,NA,NA
06013302010,C16001_020,NA,0,NA,NA,NA
06013302010,C16001_023,0,NA,NA,NA,NA
06013302010,C16001_024,NA,NA,NA,NA,76
06013302010,C16001_029,NA,NA,NA,53,NA
06013303102,C16001_005,NA,NA,922,NA,NA
06013303102,C16001_020,NA,0,NA,NA,NA
06013303102,C16001_023,0,NA,NA,NA,NA
06013303102,C16001_024,NA,NA,NA,NA,33
06013303102,C16001_029,NA,NA,NA,89,NA
06013303103,C16001_005,NA,NA,1011,NA,NA
06013303103,C16001_020,NA,13,NA,NA,NA
06013303103,C16001_023,61,NA,NA,NA,NA
06013303103,C16001_024,NA,NA,NA,NA,42
06013303103,C16001_029,NA,NA,NA,0,NA
06013303201,C16001_005,NA,NA,560,NA,NA
06013303201,C16001_020,NA,15,NA,NA,NA
06013303201,C16001_023,101,NA,NA,NA,NA
06013303201,C16001_024,NA,NA,NA,NA,0
06013303201,C16001_029,NA,NA,NA,151,NA
06013303202,C16001_005,NA,NA,158,NA,NA
06013303202,C16001_020,NA,0,NA,NA,NA
06013303202,C16001_023,54,NA,NA,NA,NA
06013303202,C16001_024,NA,NA,NA,NA,44
06013303202,C16001_029,NA,NA,NA,0,NA
06013303203,C16001_005,NA,NA,334,NA,NA
06013303203,C16001_020,NA,0,NA,NA,NA
06013303203,C16001_023,47,NA,NA,NA,NA
06013303203,C16001_024,NA,NA,NA,NA,49
06013303203,C16001_029,NA,NA,NA,66,NA
06013303204,C16001_005,NA,NA,533,NA,NA
06013303204,C16001_020,NA,0,NA,NA,NA
06013303204,C16001_023,26,NA,NA,NA,NA
06013303204,C16001_024,NA,NA,NA,NA,0
06013303204,C16001_029,NA,NA,NA,74,NA
06013303205,C16001_005,NA,NA,194,NA,NA
06013303205,C16001_020,NA,0,NA,NA,NA
06013303205,C16001_023,15,NA,NA,NA,NA
06013303205,C16001_024,NA,NA,NA,NA,13
06013303205,C16001_029,NA,NA,NA,0,NA
06013304001,C16001_005,NA,NA,20,NA,NA
06013304001,C16001_020,NA,8,NA,NA,NA
06013304001,C16001_023,32,NA,NA,NA,NA
06013304001,C16001_024,NA,NA,NA,NA,0
06013304001,C16001_029,NA,NA,NA,60,NA
06013304002,C16001_005,NA,NA,206,NA,NA
06013304002,C16001_020,NA,0,NA,NA,NA
06013304002,C16001_023,0,NA,NA,NA,NA
06013304002,C16001_024,NA,NA,NA,NA,0
06013304002,C16001_029,NA,NA,NA,0,NA
06013304003,C16001_005,NA,NA,53,NA,NA
06013304003,C16001_020,NA,0,NA,NA,NA
06013304003,C16001_023,20,NA,NA,NA,NA
06013304003,C16001_024,NA,NA,NA,NA,0
06013304003,C16001_029,NA,NA,NA,0,NA
06013304004,C16001_005,NA,NA,130,NA,NA
06013304004,C16001_020,NA,0,NA,NA,NA
06013304004,C16001_023,0,NA,NA,NA,NA
06013304004,C16001_024,NA,NA,NA,NA,41
06013304004,C16001_029,NA,NA,NA,0,NA
06013304005,C16001_005,NA,NA,83,NA,NA
06013304005,C16001_020,NA,0,NA,NA,NA
06013304005,C16001_023,35,NA,NA,NA,NA
06013304005,C16001_024,NA,NA,NA,NA,12
06013304005,C16001_029,NA,NA,NA,14,NA
06013305000,C16001_005,NA,NA,941,NA,NA
06013305000,C16001_020,NA,0,NA,NA,NA
06013305000,C16001_023,28,NA,NA,NA,NA
06013305000,C16001_024,NA,NA,NA,NA,0
06013305000,C16001_029,NA,NA,NA,0,NA
06013306002,C16001_005,NA,NA,426,NA,NA
06013306002,C16001_020,NA,0,NA,NA,NA
06013306002,C16001_023,7,NA,NA,NA,NA
06013306002,C16001_024,NA,NA,NA,NA,20
06013306002,C16001_029,NA,NA,NA,27,NA
06013306003,C16001_005,NA,NA,539,NA,NA
06013306003,C16001_020,NA,2,NA,NA,NA
06013306003,C16001_023,0,NA,NA,NA,NA
06013306003,C16001_024,NA,NA,NA,NA,0
06013306003,C16001_029,NA,NA,NA,61,NA
06013306004,C16001_005,NA,NA,212,NA,NA
06013306004,C16001_020,NA,0,NA,NA,NA
06013306004,C16001_023,17,NA,NA,NA,NA
06013306004,C16001_024,NA,NA,NA,NA,0
06013306004,C16001_029,NA,NA,NA,3,NA
06013307101,C16001_005,NA,NA,240,NA,NA
06013307101,C16001_020,NA,0,NA,NA,NA
06013307101,C16001_023,29,NA,NA,NA,NA
06013307101,C16001_024,NA,NA,NA,NA,20
06013307101,C16001_029,NA,NA,NA,0,NA
06013307102,C16001_005,NA,NA,1250,NA,NA
06013307102,C16001_020,NA,0,NA,NA,NA
06013307102,C16001_023,33,NA,NA,NA,NA
06013307102,C16001_024,NA,NA,NA,NA,0
06013307102,C16001_029,NA,NA,NA,0,NA
06013307201,C16001_005,NA,NA,421,NA,NA
06013307201,C16001_020,NA,0,NA,NA,NA
06013307201,C16001_023,0,NA,NA,NA,NA
06013307201,C16001_024,NA,NA,NA,NA,18
06013307201,C16001_029,NA,NA,NA,94,NA
06013307202,C16001_005,NA,NA,583,NA,NA
06013307202,C16001_020,NA,0,NA,NA,NA
06013307202,C16001_023,0,NA,NA,NA,NA
06013307202,C16001_024,NA,NA,NA,NA,0
06013307202,C16001_029,NA,NA,NA,34,NA
06013307204,C16001_005,NA,NA,359,NA,NA
06013307204,C16001_020,NA,0,NA,NA,NA
06013307204,C16001_023,19,NA,NA,NA,NA
06013307204,C16001_024,NA,NA,NA,NA,0
06013307204,C16001_029,NA,NA,NA,0,NA
06013307205,C16001_005,NA,NA,867,NA,NA
06013307205,C16001_020,NA,0,NA,NA,NA
06013307205,C16001_023,0,NA,NA,NA,NA
06013307205,C16001_024,NA,NA,NA,NA,0
06013307205,C16001_029,NA,NA,NA,183,NA
06013308001,C16001_005,NA,NA,533,NA,NA
06013308001,C16001_020,NA,0,NA,NA,NA
06013308001,C16001_023,104,NA,NA,NA,NA
06013308001,C16001_024,NA,NA,NA,NA,11
06013308001,C16001_029,NA,NA,NA,19,NA
06013308002,C16001_005,NA,NA,160,NA,NA
06013308002,C16001_020,NA,0,NA,NA,NA
06013308002,C16001_023,16,NA,NA,NA,NA
06013308002,C16001_024,NA,NA,NA,NA,0
06013308002,C16001_029,NA,NA,NA,136,NA
06013309000,C16001_005,NA,NA,232,NA,NA
06013309000,C16001_020,NA,0,NA,NA,NA
06013309000,C16001_023,0,NA,NA,NA,NA
06013309000,C16001_024,NA,NA,NA,NA,0
06013309000,C16001_029,NA,NA,NA,27,NA
06013310000,C16001_005,NA,NA,1657,NA,NA
06013310000,C16001_020,NA,0,NA,NA,NA
06013310000,C16001_023,21,NA,NA,NA,NA
06013310000,C16001_024,NA,NA,NA,NA,8
06013310000,C16001_029,NA,NA,NA,23,NA
06013311000,C16001_005,NA,NA,588,NA,NA
06013311000,C16001_020,NA,0,NA,NA,NA
06013311000,C16001_023,9,NA,NA,NA,NA
06013311000,C16001_024,NA,NA,NA,NA,23
06013311000,C16001_029,NA,NA,NA,259,NA
06013312000,C16001_005,NA,NA,397,NA,NA
06013312000,C16001_020,NA,0,NA,NA,NA
06013312000,C16001_023,28,NA,NA,NA,NA
06013312000,C16001_024,NA,NA,NA,NA,0
06013312000,C16001_029,NA,NA,NA,59,NA
06013313101,C16001_005,NA,NA,1101,NA,NA
06013313101,C16001_020,NA,0,NA,NA,NA
06013313101,C16001_023,7,NA,NA,NA,NA
06013313101,C16001_024,NA,NA,NA,NA,19
06013313101,C16001_029,NA,NA,NA,172,NA
06013313102,C16001_005,NA,NA,456,NA,NA
06013313102,C16001_020,NA,27,NA,NA,NA
06013313102,C16001_023,50,NA,NA,NA,NA
06013313102,C16001_024,NA,NA,NA,NA,17
06013313102,C16001_029,NA,NA,NA,31,NA
06013313103,C16001_005,NA,NA,483,NA,NA
06013313103,C16001_020,NA,104,NA,NA,NA
06013313103,C16001_023,87,NA,NA,NA,NA
06013313103,C16001_024,NA,NA,NA,NA,196
06013313103,C16001_029,NA,NA,NA,167,NA
06013313203,C16001_005,NA,NA,469,NA,NA
06013313203,C16001_020,NA,16,NA,NA,NA
06013313203,C16001_023,25,NA,NA,NA,NA
06013313203,C16001_024,NA,NA,NA,NA,12
06013313203,C16001_029,NA,NA,NA,94,NA
06013313204,C16001_005,NA,NA,891,NA,NA
06013313204,C16001_020,NA,0,NA,NA,NA
06013313204,C16001_023,90,NA,NA,NA,NA
06013313204,C16001_024,NA,NA,NA,NA,99
06013313204,C16001_029,NA,NA,NA,105,NA
06013313205,C16001_005,NA,NA,236,NA,NA
06013313205,C16001_020,NA,0,NA,NA,NA
06013313205,C16001_023,24,NA,NA,NA,NA
06013313205,C16001_024,NA,NA,NA,NA,0
06013313205,C16001_029,NA,NA,NA,45,NA
06013313206,C16001_005,NA,NA,1406,NA,NA
06013313206,C16001_020,NA,0,NA,NA,NA
06013313206,C16001_023,0,NA,NA,NA,NA
06013313206,C16001_024,NA,NA,NA,NA,22
06013313206,C16001_029,NA,NA,NA,40,NA
06013314102,C16001_005,NA,NA,1306,NA,NA
06013314102,C16001_020,NA,0,NA,NA,NA
06013314102,C16001_023,11,NA,NA,NA,NA
