pricing_module,message_module,time_checked,algorithm_mode,facility_id,interval_starting,hour,minute,mday,wday
,OPEN TO ALL,2018-05-02T20:02:53Z,,FSE,1525291200,13,2,2,4
,OPEN TO ALL,2018-05-02T20:12:53Z,,FSE,1525291800,13,12,2,4
,OPEN TO ALL,2018-05-02T20:27:53Z,,CLW,1525292700,13,27,2,4
,OPEN TO ALL,2018-05-02T20:32:53Z,,FSE,1525293000,13,32,2,4
,OPEN TO ALL,2018-05-02T20:37:53Z,,CLW,1525293300,13,37,2,4
,OPEN TO ALL,2018-05-02T20:47:53Z,,CLW,1525293900,13,47,2,4
,OPEN TO ALL,2018-05-02T20:57:53Z,,FSE,1525294500,13,57,2,4
,OPEN TO ALL,2018-05-02T21:32:52Z,,FSE,1525296600,14,32,2,4
,OPEN TO ALL,2018-05-02T21:37:53Z,,CLW,1525296900,14,37,2,4
,OPEN TO ALL,2018-05-02T21:37:53Z,,FSE,1525296900,14,37,2,4
1.50,HOV 2+ NO TOLL,2018-05-02T22:27:53Z,EL Speed,FSE,1525299900,15,27,2,4
1.30,HOV 2+ NO TOLL,2018-05-02T22:57:53Z,EL Speed,FSE,1525301700,15,57,2,4
0.70,HOV 2+ NO TOLL,2018-05-02T23:07:53Z,EL Speed,CLW,1525302300,16,7,2,4
0.70,HOV 2+ NO TOLL,2018-05-02T23:22:53Z,EL Speed,CLW,1525303200,16,22,2,4
2.20,HOV 2+ NO TOLL,2018-05-02T23:22:53Z,EL Speed,FSE,1525303200,16,22,2,4
2.50,HOV 2+ NO TOLL,2018-05-02T23:27:53Z,EL Speed,FSE,1525303500,16,27,2,4
2.50,HOV 2+ NO TOLL,2018-05-02T23:37:53Z,EL Speed,FSE,1525304100,16,37,2,4
0.70,HOV 2+ NO TOLL,2018-05-02T23:37:53Z,EL Speed,CLW,1525304100,16,37,2,4
3.30,HOV 2+ NO TOLL,2018-05-02T23:52:53Z,EL Speed,FSE,1525305000,16,52,2,4
0.70,HOV 2+ NO TOLL,2018-05-02T23:57:52Z,EL Speed,CLW,1525305300,16,57,2,4
4.10,HOV 2+ NO TOLL,2018-05-02T23:57:52Z,GP Speed,FSE,1525305300,16,57,2,4
1.20,HOV 2+ NO TOLL,2018-05-03T00:22:53Z,EL Speed,CLW,1525306800,17,22,2,4
1.20,HOV 2+ NO TOLL,2018-05-03T00:27:53Z,EL Speed,CLW,1525307100,17,27,2,4
6.10,HOV 2+ NO TOLL,2018-05-03T00:27:53Z,GP Speed,FSE,1525307100,17,27,2,4
1.00,HOV 2+ NO TOLL,2018-05-03T01:17:53Z,EL Speed,CLW,1525310100,18,17,2,4
,OPEN TO ALL,2018-05-03T02:02:53Z,,FSE,1525312800,19,2,2,4
,OPEN TO ALL,2018-05-03T02:17:53Z,,CLW,1525313700,19,17,2,4
,OPEN TO ALL,2018-05-03T02:27:53Z,,CLW,1525314300,19,27,2,4
,OPEN TO ALL,2018-05-03T02:47:53Z,,FSE,1525315500,19,47,2,4
,OPEN TO ALL,2018-05-03T03:02:52Z,,FSE,1525316400,20,2,2,4
,OPEN TO ALL,2018-05-03T03:22:53Z,,FSE,1525317600,20,22,2,4
,OPEN TO ALL,2018-05-03T03:42:53Z,,CLW,1525318800,20,42,2,4
,OPEN TO ALL,2018-05-03T04:07:52Z,,FSE,1525320300,21,7,2,4
,OPEN TO ALL,2018-05-03T04:17:53Z,,FSE,1525320900,21,17,2,4
,OPEN TO ALL,2018-05-03T04:32:53Z,,CLW,1525321800,21,32,2,4
,OPEN TO ALL,2018-05-03T04:37:52Z,,FSE,1525322100,21,37,2,4
,OPEN TO ALL,2018-05-03T04:52:53Z,,CLW,1525323000,21,52,2,4
,OPEN TO ALL,2018-05-03T05:17:53Z,,FSE,1525324500,22,17,2,4
,OPEN TO ALL,2018-05-03T06:07:53Z,,CLW,1525327500,23,7,2,4
,OPEN TO ALL,2018-05-03T07:22:53Z,,FSE,1525332000,0,22,3,5
,OPEN TO ALL,2018-05-03T07:42:52Z,,FSE,1525333200,0,42,3,5
,OPEN TO ALL,2018-05-03T07:52:53Z,,FSE,1525333800,0,52,3,5
,OPEN TO ALL,2018-05-03T08:07:52Z,,FSE,1525334700,1,7,3,5
,OPEN TO ALL,2018-05-03T08:12:52Z,,FSE,1525335000,1,12,3,5
,OPEN TO ALL,2018-05-03T09:17:53Z,,FSE,1525338900,2,17,3,5
,OPEN TO ALL,2018-05-03T09:22:53Z,,FSE,1525339200,2,22,3,5
,OPEN TO ALL,2018-05-03T09:22:53Z,,CLW,1525339200,2,22,3,5
,OPEN TO ALL,2018-05-03T09:32:52Z,,FSE,1525339800,2,32,3,5
,OPEN TO ALL,2018-05-03T09:37:52Z,,CLW,1525340100,2,37,3,5
,OPEN TO ALL,2018-05-03T09:47:53Z,,FSE,1525340700,2,47,3,5
,OPEN TO ALL,2018-05-03T10:02:53Z,,CLW,1525341600,3,2,3,5
,OPEN TO ALL,2018-05-03T10:07:52Z,,CLW,1525341900,3,7,3,5
,OPEN TO ALL,2018-05-03T10:47:52Z,,CLW,1525344300,3,47,3,5
,OPEN TO ALL,2018-05-03T11:02:52Z,,FSE,1525345200,4,2,3,5
,OPEN TO ALL,2018-05-03T11:12:52Z,,CLW,1525345800,4,12,3,5
,OPEN TO ALL,2018-05-03T11:37:53Z,,FSE,1525347300,4,37,3,5
0.30,HOV 2+ NO TOLL,2018-05-03T12:02:52Z,EL Speed,FSE,1525348800,5,2,3,5
0.30,HOV 2+ NO TOLL,2018-05-03T12:07:53Z,EL Speed,FSE,1525349100,5,7,3,5
0.30,HOV 2+ NO TOLL,2018-05-03T12:27:53Z,EL Speed,FSE,1525350300,5,27,3,5
0.30,HOV 2+ NO TOLL,2018-05-03T12:32:53Z,EL Speed,FSE,1525350600,5,32,3,5
1.50,HOV 2+ NO TOLL,2018-05-03T13:17:53Z,EL Speed,CLW,1525353300,6,17,3,5
2.90,HOV 2+ NO TOLL,2018-05-01T00:02:53Z,EL Speed,FSE,1525132800,17,2,30,2
2.80,HOV 2+ NO TOLL,2018-05-01T00:17:53Z,EL Speed,FSE,1525133700,17,17,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T00:27:53Z,EL Speed,CLW,1525134300,17,27,30,2
3.20,HOV 2+ NO TOLL,2018-05-01T00:37:53Z,EL Speed,FSE,1525134900,17,37,30,2
3.70,HOV 2+ NO TOLL,2018-05-01T00:47:53Z,EL Speed,FSE,1525135500,17,47,30,2
3.30,HOV 2+ NO TOLL,2018-05-01T01:07:53Z,EL Speed,FSE,1525136700,18,7,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:22:53Z,EL Speed,CLW,1525137600,18,22,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:52:53Z,EL Speed,CLW,1525139400,18,52,30,2
,OPEN TO ALL,2018-05-01T02:02:53Z,,CLW,1525140000,19,2,30,2
,OPEN TO ALL,2018-05-01T02:12:53Z,,FSE,1525140600,19,12,30,2
,OPEN TO ALL,2018-05-01T02:12:53Z,,CLW,1525140600,19,12,30,2
,OPEN TO ALL,2018-05-01T02:37:53Z,,FSE,1525142100,19,37,30,2
,OPEN TO ALL,2018-05-01T02:42:53Z,,CLW,1525142400,19,42,30,2
,OPEN TO ALL,2018-05-01T02:47:53Z,,FSE,1525142700,19,47,30,2
,OPEN TO ALL,2018-05-01T02:47:53Z,,CLW,1525142700,19,47,30,2
,OPEN TO ALL,2018-05-01T02:57:53Z,,CLW,1525143300,19,57,30,2
,OPEN TO ALL,2018-05-01T03:27:53Z,,FSE,1525145100,20,27,30,2
,OPEN TO ALL,2018-05-01T03:52:52Z,,CLW,1525146600,20,52,30,2
,OPEN TO ALL,2018-05-01T04:02:53Z,,CLW,1525147200,21,2,30,2
,OPEN TO ALL,2018-05-01T04:27:52Z,,FSE,1525148700,21,27,30,2
,OPEN TO ALL,2018-05-01T04:42:53Z,,CLW,1525149600,21,42,30,2
,OPEN TO ALL,2018-05-01T04:52:53Z,,FSE,1525150200,21,52,30,2
,OPEN TO ALL,2018-05-01T05:07:53Z,,FSE,1525151100,22,7,30,2
,OPEN TO ALL,2018-05-01T05:12:53Z,,FSE,1525151100,22,12,30,2
,OPEN TO ALL,2018-05-01T05:17:52Z,,CLW,1525151700,22,17,30,2
,OPEN TO ALL,2018-05-01T05:17:52Z,,FSE,1525151700,22,17,30,2
,OPEN TO ALL,2018-05-01T05:27:52Z,,FSE,1525152300,22,27,30,2
,OPEN TO ALL,2018-05-01T05:32:52Z,,FSE,1525152600,22,32,30,2
,OPEN TO ALL,2018-05-01T05:47:53Z,,CLW,1525153500,22,47,30,2
,OPEN TO ALL,2018-05-01T06:02:53Z,,CLW,1525154400,23,2,30,2
,OPEN TO ALL,2018-05-01T06:32:53Z,,FSE,1525156200,23,32,30,2
,OPEN TO ALL,2018-05-01T06:37:53Z,,FSE,1525156500,23,37,30,2
,OPEN TO ALL,2018-05-01T06:42:52Z,,FSE,1525156800,23,42,30,2
,OPEN TO ALL,2018-05-01T06:42:52Z,,CLW,1525156800,23,42,30,2
,OPEN TO ALL,2018-05-01T06:47:53Z,,CLW,1525157100,23,47,30,2
,OPEN TO ALL,2018-05-01T07:12:53Z,,CLW,1525158600,0,12,1,3
,OPEN TO ALL,2018-05-01T07:32:53Z,,CLW,1525159800,0,32,1,3
,OPEN TO ALL,2018-05-01T07:32:53Z,,FSE,1525159800,0,32,1,3
,OPEN TO ALL,2018-05-01T07:42:53Z,,FSE,1525160400,0,42,1,3
,OPEN TO ALL,2018-05-01T07:42:53Z,,CLW,1525160400,0,42,1,3
,OPEN TO ALL,2018-05-01T07:52:52Z,,FSE,1525161000,0,52,1,3
,OPEN TO ALL,2018-05-01T08:02:53Z,,FSE,1525161600,1,2,1,3
,OPEN TO ALL,2018-05-01T08:12:53Z,,CLW,1525162200,1,12,1,3
,OPEN TO ALL,2018-05-01T08:27:53Z,,FSE,1525163100,1,27,1,3
,OPEN TO ALL,2018-05-01T08:37:53Z,,FSE,1525163700,1,37,1,3
,OPEN TO ALL,2018-05-01T08:47:52Z,,FSE,1525164300,1,47,1,3
,OPEN TO ALL,2018-05-01T09:32:53Z,,FSE,1525167000,2,32,1,3
,OPEN TO ALL,2018-05-01T09:37:53Z,,CLW,1525167300,2,37,1,3
,OPEN TO ALL,2018-05-01T09:37:53Z,,FSE,1525167300,2,37,1,3
,OPEN TO ALL,2018-05-01T09:42:52Z,,CLW,1525167600,2,42,1,3
,OPEN TO ALL,2018-05-01T09:47:53Z,,CLW,1525167900,2,47,1,3
,OPEN TO ALL,2018-05-01T09:57:52Z,,CLW,1525168500,2,57,1,3
,OPEN TO ALL,2018-05-01T10:07:53Z,,CLW,1525169100,3,7,1,3
,OPEN TO ALL,2018-05-01T10:12:52Z,,FSE,1525169400,3,12,1,3
,OPEN TO ALL,2018-05-01T10:22:53Z,,CLW,1525170000,3,22,1,3
,OPEN TO ALL,2018-05-01T10:22:53Z,,FSE,1525170000,3,22,1,3
,OPEN TO ALL,2018-05-01T10:57:52Z,,CLW,1525172100,3,57,1,3
,OPEN TO ALL,2018-05-01T11:32:53Z,,CLW,1525174200,4,32,1,3
,OPEN TO ALL,2018-05-01T11:37:53Z,,CLW,1525174500,4,37,1,3
,OPEN TO ALL,2018-05-01T11:47:53Z,,CLW,1525175100,4,47,1,3
,OPEN TO ALL,2018-05-01T11:47:53Z,,FSE,1525175100,4,47,1,3
0.30,HOV 2+ NO TOLL,2018-05-01T12:07:53Z,EL Speed,FSE,1525176300,5,7,1,3
0.30,HOV 2+ NO TOLL,2018-05-01T12:27:53Z,EL Speed,CLW,1525177500,5,27,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T12:32:53Z,EL Speed,CLW,1525177800,5,32,1,3
0.30,HOV 2+ NO TOLL,2018-05-01T12:42:53Z,EL Speed,FSE,1525178400,5,42,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T12:57:53Z,EL Speed,CLW,1525179300,5,57,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T13:02:53Z,EL Speed,FSE,1525179600,6,2,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T13:52:53Z,EL Speed,FSE,1525182600,6,52,1,3
3.30,HOV 2+ NO TOLL,2018-05-01T14:02:53Z,EL Speed,CLW,1525183200,7,2,1,3
3.40,HOV 2+ NO TOLL,2018-05-01T14:12:52Z,EL Speed,CLW,1525183800,7,12,1,3
3.40,HOV 2+ NO TOLL,2018-05-01T14:17:54Z,EL Speed,CLW,1525184100,7,17,1,3
4.90,HOV 2+ NO TOLL,2018-05-01T14:37:53Z,EL Speed,CLW,1525185300,7,37,1,3
6.00,HOV 2+ NO TOLL,2018-05-01T14:47:53Z,EL Speed,CLW,1525185900,7,47,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T14:52:53Z,EL Speed,FSE,1525186200,7,52,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T15:12:52Z,EL Speed,FSE,1525187400,8,12,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T15:47:53Z,EL Speed,FSE,1525189500,8,47,1,3
8.00,HOV 2+ NO TOLL,2018-05-01T15:52:53Z,EL Speed,CLW,1525189800,8,52,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T15:57:52Z,EL Speed,FSE,1525190100,8,57,1,3
6.60,HOV 2+ NO TOLL,2018-05-01T16:17:53Z,EL Speed,CLW,1525191300,9,17,1,3
,OPEN TO ALL,2018-05-01T16:52:53Z,,FSE,1525193400,9,52,1,3
,OPEN TO ALL,2018-05-01T17:12:52Z,,CLW,1525194600,10,12,1,3
,OPEN TO ALL,2018-05-01T17:27:53Z,,FSE,1525195500,10,27,1,3
,OPEN TO ALL,2018-05-01T18:02:53Z,,CLW,1525197600,11,2,1,3
,OPEN TO ALL,2018-05-01T18:07:52Z,,CLW,1525197900,11,7,1,3
,OPEN TO ALL,2018-05-01T18:12:53Z,,FSE,1525198200,11,12,1,3
,OPEN TO ALL,2018-05-01T18:27:52Z,,FSE,1525199100,11,27,1,3
,OPEN TO ALL,2018-05-01T19:22:53Z,,FSE,1525202400,12,22,1,3
,OPEN TO ALL,2018-05-01T19:32:53Z,,FSE,1525203000,12,32,1,3
,OPEN TO ALL,2018-05-01T20:37:53Z,,CLW,1525206900,13,37,1,3
,OPEN TO ALL,2018-05-01T20:42:53Z,,CLW,1525207200,13,42,1,3
,OPEN TO ALL,2018-05-01T20:57:53Z,,CLW,1525208100,13,57,1,3
,OPEN TO ALL,2018-05-01T20:57:53Z,,FSE,1525208100,13,57,1,3
,OPEN TO ALL,2018-05-01T21:22:53Z,,FSE,1525209600,14,22,1,3
,OPEN TO ALL,2018-05-01T21:27:53Z,,FSE,1525209900,14,27,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:07:53Z,EL Speed,CLW,1525212300,15,7,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:12:53Z,EL Speed,CLW,1525212600,15,12,1,3
2.40,HOV 2+ NO TOLL,2018-05-01T22:22:53Z,EL Speed,FSE,1525213200,15,22,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:22:53Z,EL Speed,CLW,1525213200,15,22,1,3
1.40,HOV 2+ NO TOLL,2018-05-01T22:32:53Z,EL Speed,FSE,1525213800,15,32,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T23:12:53Z,EL Speed,CLW,1525216200,16,12,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T23:17:53Z,EL Speed,CLW,1525216500,16,17,1,3
3.70,HOV 2+ NO TOLL,2018-05-01T23:22:53Z,GP Speed,FSE,1525216800,16,22,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T23:27:53Z,EL Speed,CLW,1525217100,16,27,1,3
3.90,HOV 2+ NO TOLL,2018-05-01T23:32:53Z,GP Speed,FSE,1525217400,16,32,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T23:37:53Z,EL Speed,CLW,1525217700,16,37,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T23:57:53Z,EL Speed,CLW,1525218900,16,57,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T00:17:53Z,EL Speed,CLW,1525220100,17,17,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T00:27:53Z,EL Speed,CLW,1525220700,17,27,1,3
6.10,HOV 2+ NO TOLL,2018-05-02T00:37:53Z,GP Speed,FSE,1525221300,17,37,1,3
1.20,HOV 2+ NO TOLL,2018-05-02T00:42:53Z,EL Speed,CLW,1525221600,17,42,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T00:52:53Z,EL Speed,CLW,1525222200,17,52,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T01:07:53Z,EL Speed,CLW,1525223100,18,7,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T01:22:53Z,EL Speed,CLW,1525224000,18,22,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T01:32:53Z,EL Speed,CLW,1525224600,18,32,1,3
3.40,HOV 2+ NO TOLL,2018-05-02T01:37:53Z,EL Speed,FSE,1525224900,18,37,1,3
1.00,HOV 2+ NO TOLL,2018-05-01T00:02:53Z,EL Speed,CLW,1525132800,17,2,30,2
3.20,HOV 2+ NO TOLL,2018-05-01T00:07:52Z,EL Speed,FSE,1525133100,17,7,30,2
2.90,HOV 2+ NO TOLL,2018-05-01T00:22:52Z,EL Speed,FSE,1525134000,17,22,30,2
3.20,HOV 2+ NO TOLL,2018-05-01T00:32:53Z,EL Speed,FSE,1525134600,17,32,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T00:37:53Z,EL Speed,CLW,1525134900,17,37,30,2
2.60,HOV 2+ NO TOLL,2018-05-01T01:32:53Z,EL Speed,FSE,1525138200,18,32,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:42:53Z,EL Speed,CLW,1525138800,18,42,30,2
2.60,HOV 2+ NO TOLL,2018-05-01T01:47:53Z,EL Speed,FSE,1525139100,18,47,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:47:53Z,EL Speed,CLW,1525139100,18,47,30,2
1.00,HOV 2+ NO TOLL,2018-05-01T01:57:53Z,EL Speed,CLW,1525139700,18,57,30,2
,OPEN TO ALL,2018-05-01T02:27:53Z,,FSE,1525141500,19,27,30,2
,OPEN TO ALL,2018-05-01T03:32:53Z,,CLW,1525145400,20,32,30,2
,OPEN TO ALL,2018-05-01T03:37:53Z,,CLW,1525145700,20,37,30,2
,OPEN TO ALL,2018-05-01T03:42:52Z,,CLW,1525146000,20,42,30,2
,OPEN TO ALL,2018-05-01T03:47:52Z,,CLW,1525146300,20,47,30,2
,OPEN TO ALL,2018-05-01T03:52:52Z,,FSE,1525146600,20,52,30,2
,OPEN TO ALL,2018-05-01T03:57:53Z,,FSE,1525146900,20,57,30,2
,OPEN TO ALL,2018-05-01T04:07:53Z,,FSE,1525147500,21,7,30,2
,OPEN TO ALL,2018-05-01T04:37:52Z,,FSE,1525149300,21,37,30,2
,OPEN TO ALL,2018-05-01T04:52:53Z,,CLW,1525150200,21,52,30,2
,OPEN TO ALL,2018-05-01T05:02:53Z,,CLW,1525150800,22,2,30,2
,OPEN TO ALL,2018-05-01T06:32:53Z,,CLW,1525156200,23,32,30,2
,OPEN TO ALL,2018-05-01T07:02:52Z,,FSE,1525158000,0,2,1,3
,OPEN TO ALL,2018-05-01T07:17:53Z,,FSE,1525158900,0,17,1,3
,OPEN TO ALL,2018-05-01T07:47:52Z,,CLW,1525160700,0,47,1,3
,OPEN TO ALL,2018-05-01T07:57:53Z,,FSE,1525161300,0,57,1,3
,OPEN TO ALL,2018-05-01T08:12:53Z,,FSE,1525162200,1,12,1,3
,OPEN TO ALL,2018-05-01T08:22:53Z,,CLW,1525162800,1,22,1,3
,OPEN TO ALL,2018-05-01T08:32:53Z,,CLW,1525163400,1,32,1,3
,OPEN TO ALL,2018-05-01T08:52:53Z,,FSE,1525164600,1,52,1,3
,OPEN TO ALL,2018-05-01T09:57:52Z,,FSE,1525168500,2,57,1,3
,OPEN TO ALL,2018-05-01T10:27:52Z,,FSE,1525170300,3,27,1,3
,OPEN TO ALL,2018-05-01T10:47:53Z,,FSE,1525171500,3,47,1,3
,OPEN TO ALL,2018-05-01T11:07:53Z,,FSE,1525172700,4,7,1,3
,OPEN TO ALL,2018-05-01T11:17:53Z,,FSE,1525173300,4,17,1,3
,OPEN TO ALL,2018-05-01T11:22:53Z,,FSE,1525173600,4,22,1,3
,OPEN TO ALL,2018-05-01T11:22:53Z,,CLW,1525173600,4,22,1,3
,OPEN TO ALL,2018-05-01T11:27:53Z,,FSE,1525173900,4,27,1,3
0.30,HOV 2+ NO TOLL,2018-05-01T12:37:53Z,EL Speed,FSE,1525178100,5,37,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T12:47:52Z,EL Speed,CLW,1525178700,5,47,1,3
0.70,HOV 2+ NO TOLL,2018-05-01T12:52:53Z,EL Speed,CLW,1525179000,5,52,1,3
1.50,HOV 2+ NO TOLL,2018-05-01T13:17:53Z,EL Speed,CLW,1525180500,6,17,1,3
2.40,HOV 2+ NO TOLL,2018-05-01T13:32:53Z,EL Speed,CLW,1525181400,6,32,1,3
6.60,HOV 2+ NO TOLL,2018-05-01T15:02:53Z,EL Speed,CLW,1525186800,8,2,1,3
6.80,HOV 2+ NO TOLL,2018-05-01T15:07:53Z,EL Speed,CLW,1525187100,8,7,1,3
6.60,HOV 2+ NO TOLL,2018-05-01T15:32:53Z,EL Speed,CLW,1525188600,8,32,1,3
7.00,HOV 2+ NO TOLL,2018-05-01T15:37:53Z,EL Speed,CLW,1525188900,8,37,1,3
7.00,HOV 2+ NO TOLL,2018-05-01T16:12:53Z,EL Speed,CLW,1525191000,9,12,1,3
,OPEN TO ALL,2018-05-01T16:12:53Z,,FSE,1525191000,9,12,1,3
6.60,HOV 2+ NO TOLL,2018-05-01T16:37:53Z,EL Speed,CLW,1525192500,9,37,1,3
,OPEN TO ALL,2018-05-01T16:42:52Z,,FSE,1525192800,9,42,1,3
6.60,HOV 2+ NO TOLL,2018-05-01T16:52:53Z,EL Speed,CLW,1525193400,9,52,1,3
,OPEN TO ALL,2018-05-01T16:57:53Z,,FSE,1525193700,9,57,1,3
,OPEN TO ALL,2018-05-01T17:02:53Z,,CLW,1525194000,10,2,1,3
,OPEN TO ALL,2018-05-01T17:12:52Z,,FSE,1525194600,10,12,1,3
,OPEN TO ALL,2018-05-01T17:22:53Z,,FSE,1525195200,10,22,1,3
,OPEN TO ALL,2018-05-01T17:32:53Z,,FSE,1525195800,10,32,1,3
,OPEN TO ALL,2018-05-01T17:47:53Z,,FSE,1525196700,10,47,1,3
,OPEN TO ALL,2018-05-01T17:47:53Z,,CLW,1525196700,10,47,1,3
,OPEN TO ALL,2018-05-01T18:17:52Z,,FSE,1525198500,11,17,1,3
,OPEN TO ALL,2018-05-01T18:17:52Z,,CLW,1525198500,11,17,1,3
,OPEN TO ALL,2018-05-01T18:42:53Z,,CLW,1525200000,11,42,1,3
,OPEN TO ALL,2018-05-01T19:12:53Z,,FSE,1525201800,12,12,1,3
,OPEN TO ALL,2018-05-01T19:17:53Z,,FSE,1525202100,12,17,1,3
,OPEN TO ALL,2018-05-01T19:37:53Z,,CLW,1525203300,12,37,1,3
,OPEN TO ALL,2018-05-01T19:52:53Z,,FSE,1525204200,12,52,1,3
,OPEN TO ALL,2018-05-01T19:52:53Z,,CLW,1525204200,12,52,1,3
,OPEN TO ALL,2018-05-01T19:57:53Z,,FSE,1525204500,12,57,1,3
,OPEN TO ALL,2018-05-01T19:57:53Z,,CLW,1525204500,12,57,1,3
,OPEN TO ALL,2018-05-01T21:12:53Z,,FSE,1525209000,14,12,1,3
,OPEN TO ALL,2018-05-01T21:27:53Z,,CLW,1525209900,14,27,1,3
,OPEN TO ALL,2018-05-01T21:37:53Z,,FSE,1525210500,14,37,1,3
,OPEN TO ALL,2018-05-01T21:42:53Z,,FSE,1525210800,14,42,1,3
,OPEN TO ALL,2018-05-01T21:52:53Z,,FSE,1525211400,14,52,1,3
,OPEN TO ALL,2018-05-01T21:57:53Z,,FSE,1525211700,14,57,1,3
1.90,HOV 2+ NO TOLL,2018-05-01T22:27:53Z,EL Speed,FSE,1525213500,15,27,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:42:52Z,EL Speed,CLW,1525214400,15,42,1,3
1.60,HOV 2+ NO TOLL,2018-05-01T22:47:53Z,EL Speed,FSE,1525214700,15,47,1,3
0.50,HOV 2+ NO TOLL,2018-05-01T22:47:53Z,EL Speed,CLW,1525214700,15,47,1,3
2.90,HOV 2+ NO TOLL,2018-05-01T23:17:53Z,GP Speed,FSE,1525216500,16,17,1,3
5.30,HOV 2+ NO TOLL,2018-05-02T00:02:53Z,EL Speed,FSE,1525219200,17,2,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T00:02:53Z,EL Speed,CLW,1525219200,17,2,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T00:07:53Z,EL Speed,CLW,1525219500,17,7,1,3
5.80,HOV 2+ NO TOLL,2018-05-02T00:17:53Z,GP Speed,FSE,1525220100,17,17,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T00:47:53Z,EL Speed,CLW,1525221900,17,47,1,3
6.60,HOV 2+ NO TOLL,2018-05-02T00:47:53Z,GP Speed,FSE,1525221900,17,47,1,3
1.00,HOV 2+ NO TOLL,2018-05-02T01:52:53Z,EL Speed,CLW,1525225800,18,52,1,3
,OPEN TO ALL,2018-05-02T02:07:53Z,,CLW,1525226700,19,7,1,3
,OPEN TO ALL,2018-05-02T02:17:54Z,,FSE,1525227300,19,17,1,3
,OPEN TO ALL,2018-05-02T03:12:53Z,,CLW,1525230600,20,12,1,3
,OPEN TO ALL,2018-05-02T03:17:52Z,,FSE,1525230900,20,17,1,3
,OPEN TO ALL,2018-05-02T03:17:52Z,,CLW,1525230900,20,17,1,3
,OPEN TO ALL,2018-05-02T03:32:53Z,,FSE,1525231800,20,32,1,3
,OPEN TO ALL,2018-05-02T03:42:53Z,,CLW,1525232400,20,42,1,3
,OPEN TO ALL,2018-05-02T03:52:53Z,,FSE,1525233000,20,52,1,3
,OPEN TO ALL,2018-05-02T04:27:53Z,,CLW,1525235100,21,27,1,3
,OPEN TO ALL,2018-05-02T04:32:53Z,,CLW,1525235400,21,32,1,3
,OPEN TO ALL,2018-05-02T04:47:52Z,,FSE,1525236300,21,47,1,3
,OPEN TO ALL,2018-05-02T04:57:53Z,,CLW,1525236900,21,57,1,3
,OPEN TO ALL,2018-05-02T04:57:53Z,,FSE,1525236900,21,57,1,3
,OPEN TO ALL,2018-05-02T05:12:52Z,,FSE,1525237800,22,12,1,3
,OPEN TO ALL,2018-05-02T05:37:53Z,,CLW,1525239300,22,37,1,3
,OPEN TO ALL,2018-05-02T05:37:53Z,,FSE,1525239300,22,37,1,3
,OPEN TO ALL,2018-05-02T05:52:53Z,,FSE,1525240200,22,52,1,3
,OPEN TO ALL,2018-05-02T06:07:53Z,,CLW,1525241100,23,7,1,3
,OPEN TO ALL,2018-05-02T06:42:52Z,,CLW,1525243200,23,42,1,3
,OPEN TO ALL,2018-05-02T06:42:52Z,,FSE,1525243200,23,42,1,3
,OPEN TO ALL,2018-05-02T06:47:53Z,,CLW,1525243500,23,47,1,3
,OPEN TO ALL,2018-05-02T06:52:52Z,,CLW,1525243800,23,52,1,3
,OPEN TO ALL,2018-05-02T06:57:53Z,,FSE,1525244100,23,57,1,3
,OPEN TO ALL,2018-05-02T07:17:53Z,,CLW,1525245300,0,17,2,4
,OPEN TO ALL,2018-05-02T07:22:53Z,,FSE,1525245600,0,22,2,4
,OPEN TO ALL,2018-05-02T08:02:53Z,,FSE,1525248000,1,2,2,4
