"","joinid","permyear","permdate","county","jurisdictn","apn","address","zip","projname","hcategory","verylow","low","moderate","abovemod","totalunit","infill","affrdunit","deedaffrd","asstaffrd","opnaffrd","tenure","rpa","rhna","rhnacyc","pda","pdaid","tpa","hoa","occertiss","occertyr","occertdt","mapped","notes"
"5506","SANT0004746","2016","Mar 24","6085","Santa Clara","220-02-006","3397 Rayanna","95051",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5507","SANT0004747","2016","May 19","6085","Santa Clara","290-36-049","2369 Karen","95050",NULL,"2-4",0,0,0,4,4,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5508","SANT0004748","2016","Oct 17","6085","Santa Clara","216-45-022","3320 Montgomery","95054",NULL,"5+",0,0,0,194,194,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5509","SANT0004749","2016","Oct 17","6085","Santa Clara","216-45-022","3410 Montgomery","95054",NULL,"5+",0,0,0,153,153,0,0,0,0,0,"R",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5510","SANT0004750","2016","Feb 22","6085","Santa Clara","303-22-001","189 Brookside","95050",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5511","SANT0004751","2016","Feb 01","6085","Santa Clara","313-48-005","943 Wren","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5512","SANT0004752","2016","Feb 01","6085","Santa Clara","313-48-005","956 Wren","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5513","SANT0004753","2016","Feb 01","6085","Santa Clara","313-48-004","963 Wren","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5514","SANT0004754","2016","Feb 01","6085","Santa Clara","313-48-002","966 Wren","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5515","SANT0004755","2016","Feb 01","6085","Santa Clara","313-48-003","976 Wren","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5516","SANT0004756","2016","Apr 06","6085","Santa Clara","290-22-062","3550 Golden Street","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5517","SANT0004757","2016","Mar 01","6085","Santa Clara","224-12-039","2344 Cabrillo","95050",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5518","SANT0004758","2016","Apr 06","6085","Santa Clara","290-22-062","3550 Golden State","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5519","SANT0004759","2016","Mar 01","6085","Santa Clara","224-12-039","2344 Cabrillo Avenue","95050",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5520","SANT0004760","2016","Sep 12","6085","Santa Clara","216-18-002","2917 Kearney","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5521","SANT0004761","2016","Apr 22","6085","Santa Clara","303-18-011","3150 Dorich","95050",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5522","SANT0004762","2016","Sep 26","6085","Santa Clara","290-11-007","2149 Benton","95050",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5523","SANT0004763","2016","Apr 14","6085","Santa Clara","224-12-119","1890 Graham","95050",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5524","SANT0004764","2016","Apr 20","6085","Santa Clara","290-72-004","919 Pepper Tree","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5525","SANT0004765","2016","Apr 20","6085","Santa Clara","290-72-005","3014 Via Siena","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5526","SANT0004766","2016","Apr 20","6085","Santa Clara","290-72-006","3010 Via Siena","95051",NULL,"SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5527","SANT0004767","2016","Oct 27","6085","Santa Clara","294-38-001","148 Saratoga","95051",NULL,"SF",0,0,0,3,3,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5528","SANT0004768","2016","Oct 27","6085","Santa Clara","294-38-001","146 Bayto","95051",NULL,"SF",0,0,0,4,4,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5529","SANT0004769","2016","Oct 07","6085","Santa Clara","294-38-001","140 Bayto","95051",NULL,"SF",0,0,0,4,4,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jurisdiction indicated as SF attached"
"5530","SANT0004770","2016","Mar 28","6085","Santa Clara","294-38-001","138 Saratoga","95051",NULL,"SF",0,0,0,8,8,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jurisdiction indicated as SF attached"
"5531","SANT0004771","2016","Oct 27","6085","Santa Clara","294-38-001","132 Saratoga","95051",NULL,"SF",0,0,0,6,6,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jurisdiction indicated as SF attached"
"5532","SANT0004772","2016","Mar 16","6085","Santa Clara","294-38-001","124 Saratoga","95051",NULL,"SF",0,0,0,4,4,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jurisdiction indicated as SF attached"
"5533","SANT0004773","2016","Nov 04","6085","Santa Clara","220-04-040","1701 Lawrence","95051",NULL,"SF",0,0,0,9,9,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jurisdiction indicated as SF attached"
"5534","SANT0004774","2016","Mar 30","6085","Santa Clara","294-38-001","126 Saratoga","95051",NULL,"SF",0,0,0,4,4,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jurisdiction indicated as SF attached"
"5535","SANT0004775","2016","Apr 22","6085","Santa Clara","290-07-093","1299 Blackfield","95051",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5536","SANT0004776","2016","Feb 26","6085","Santa Clara","303-22-001","3628 Forest","95050",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5537","SANT0004777","2016","Jul 29","6085","Santa Clara","224-26-016","1677 Jackson","95050",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5538","SANT0004778","2016","Mar 08","6085","Santa Clara","269-35-034","568 Jefferson","95050",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5539","SANT0004779","2016","Mar 08","6085","Santa Clara","269-35-034","568 Jefferson","95050",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5540","SANT0004780","2016","Jun 20","6085","Santa Clara","269-31-007","756 Viader","95050",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5541","SANT0004781","2016","Jun 01","6085","Santa Clara","313-17-005","1043 Bluebird","95051",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5542","SANT0004782","2016","Jun 14","6085","Santa Clara","224-31-003","2174 El Capitan","95050",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5543","SANT0004783","2016","Sep 29","6085","Santa Clara","294-30-001","2649 Birchtree","95051",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5544","SANT0004784","2016","Mar 24","6085","Santa Clara","220-02-006","3397 Rayanna","95051",NULL,"SU",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5545","SANT0004785","2016",NULL,"6085","Saratoga","50313019","13929 VISTA REGINA",NULL,"CONSTRUCT NEW SECOND DWELLING UNIT; PERMIT TO FINAL-12-1191","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5546","SANT0004786","2016",NULL,"6085","Saratoga","39343012","13788 SARATOGA VISTA AV",NULL,"NEW SFD  MAIN DWELLING","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5547","SANT0004787","2016",NULL,"6085","Saratoga","38902010","19439 DEHAVILLAND CT",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5548","SANT0004788","2016",NULL,"6085","Saratoga","38927042","18781 ALLENDALE AV",NULL,"NEW SFD  MAIN DWELLING","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5549","SANT0004789","2016",NULL,"6085","Saratoga","50318002","12805 PIERCE RD",NULL,"NEW SFD  MAIN DWELLING","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5550","SANT0004790","2016",NULL,"6085","Saratoga","50318002","12805 SARATOGA-SUNNYVALE RD",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5551","SANT0004791","2016",NULL,"6085","Saratoga","38927041","13831 VIA ALTO",NULL,"NEW SFD  MAIN DWELLING","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5552","SANT0004792","2016",NULL,"6085","Saratoga","38927041","13831 VIA ALTO",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5553","SANT0004793","2016",NULL,"6085","Saratoga","36631004","22000 ROLLING HILLS RD",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5554","SANT0004794","2016",NULL,"6085","Saratoga","50323014","14165 SARATOGA-SUNNYVALE RD",NULL,"NEW SFD  MAIN DWELLING","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5555","SANT0004795","2016",NULL,"6085","Saratoga","39710026","19341 MONTE VISTA DR",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5556","SANT0004796","2016",NULL,"6085","Saratoga","39718028","14825 FRUITVALE AV",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5557","SANT0004797","2016",NULL,"6085","Saratoga","51722011","20100 BONNIE BRAE LN",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5558","SANT0004798","2016",NULL,"6085","Saratoga","50329121","21459 SARATOGA HILLS RD",NULL,"NEW SFD  MAIN DWELLING","SF",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5559","SANT0004799","2016",NULL,"6085","Saratoga","39720032","14538 HORSESHOE DR",NULL,"NEW SFD  2ND DWELLING","SU",0,0,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5560","SANT0004800","2016",NULL,"6085","Sunnyvale","20927063","116 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5561","SANT0004801","2016",NULL,"6085","Sunnyvale","20927078","117 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5562","SANT0004802","2016",NULL,"6085","Sunnyvale","20927064","114 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,1,0,1,1,1,1,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5563","SANT0004803","2016",NULL,"6085","Sunnyvale","20927077","115 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5564","SANT0004804","2016",NULL,"6085","Sunnyvale","20927066","110 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5565","SANT0004805","2016",NULL,"6085","Sunnyvale","20927067","108 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5566","SANT0004806","2016",NULL,"6085","Sunnyvale","20927074","109 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5567","SANT0004807","2016",NULL,"6085","Sunnyvale","20927075","111 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5568","SANT0004808","2016",NULL,"6085","Sunnyvale","20927065","112 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5569","SANT0004809","2016",NULL,"6085","Sunnyvale","20927068","106 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5570","SANT0004810","2016",NULL,"6085","Sunnyvale","20927073","107 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5571","SANT0004811","2016",NULL,"6085","Sunnyvale","20927076","113 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5572","SANT0004812","2016",NULL,"6085","Sunnyvale","20927069","104 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5573","SANT0004813","2016",NULL,"6085","Sunnyvale","20927072","105 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5574","SANT0004814","2016",NULL,"6085","Sunnyvale","20927070","102 INCENSE TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5575","SANT0004815","2016",NULL,"6085","Sunnyvale","20927071","103 IVORY PALM TR",NULL,"Sandal Wood/ DR HORTON","5+",0,0,1,0,1,1,1,1,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5576","SANT0004816","2016",NULL,"6085","Sunnyvale","10417074","1334 SANDIA AV",NULL,"Archibong and Ngozi Ituh","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5577","SANT0004817","2016",NULL,"6085","Sunnyvale","20514030","726 SAN MIGUEL AV",NULL,"AIASSA DESIGNERS","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5578","SANT0004818","2016",NULL,"6085","Sunnyvale","20562074","362 SANTA DIANA TR",NULL,"ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5579","SANT0004819","2016",NULL,"6085","Sunnyvale","20562070","358 SANTA DIANA TR",NULL,"ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5580","SANT0004820","2016",NULL,"6085","Sunnyvale","20562067","352 SANTA DIANA TR",NULL,"ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5581","SANT0004821","2016",NULL,"6085","Sunnyvale","20562017","348 SANTA DIANA TR",NULL,"ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5582","SANT0004822","2016",NULL,"6085","Sunnyvale","20562020","342 SANTA DIANA TR",NULL,"ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5583","SANT0004823","2016",NULL,"6085","Sunnyvale","20562071","368 SANTA DIANA TR",NULL,"ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5584","SANT0004824","2016",NULL,"6085","Sunnyvale","20562072","366 SANTA DIANA TR","94086","ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5585","SANT0004825","2016",NULL,"6085","Sunnyvale","20562073","364 SANTA DIANA TR","94086","ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5586","SANT0004826","2016",NULL,"6085","Sunnyvale","20562069","356 SANTA DIANA TR","94086","ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5587","SANT0004827","2016",NULL,"6085","Sunnyvale","20562068","354 SANTA DIANA TR","94086","ARQUES PLACE/ SUMMER HILL","5+",0,0,1,0,1,1,1,1,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5588","SANT0004828","2016",NULL,"6085","Sunnyvale","20562018","346 SANTA DIANA TR","94086","ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5589","SANT0004829","2016",NULL,"6085","Sunnyvale","20562019","344 SANTA DIANA TR","94086","ARQUES PLACE/ SUMMER HILL","5+",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5590","SANT0004830","2016",NULL,"6085","Sunnyvale","20434062","392 STOWELL AV","94086","TRI HONG","SF",0,0,0,1,1,0,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5591","SANT0004831","2016",NULL,"6085","Sunnyvale","20927087","123 IVORY PALM TR","94086","Sandal Wood/ DR HORTON","5+",0,0,1,0,1,1,1,1,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5592","SANT0004832","2016",NULL,"6085","Sunnyvale","20927088","122 INCENSE TR","94086","Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5593","SANT0004833","2016",NULL,"6085","Sunnyvale","20927086","125 IVORY PALM TR","94086","Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5594","SANT0004834","2016",NULL,"6085","Sunnyvale","20927089","124 INCENSE TR","94086","Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5595","SANT0004835","2016",NULL,"6085","Sunnyvale","20927082","133 IVORY PALM TR","94087","Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5596","SANT0004836","2016",NULL,"6085","Sunnyvale","20927084","129 IVORY PALM TR","94087","Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5597","SANT0004837","2016",NULL,"6085","Sunnyvale","20927091","128 INCENSE TR","94086","Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5598","SANT0004838","2016",NULL,"6085","Sunnyvale","20927093","132 INCENSE TR","94086","Sandal Wood/ DR HORTON","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5599","SANT0004839","2016",NULL,"6085","Sunnyvale","20927080","137  IVORY PALM TR","94086","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5600","SANT0004840","2016",NULL,"6085","Sunnyvale","20927079","139  IVORY PALM TR","94086","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5601","SANT0004841","2016",NULL,"6085","Sunnyvale","20927096","138  INCENSE TR","94087","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5602","SANT0004842","2016",NULL,"6085","Sunnyvale","20927081","135  IVORY PALM TR","94088","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5603","SANT0004843","2016",NULL,"6085","Sunnyvale","20927085","127  IVORY PALM TR","94085","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5604","SANT0004844","2016",NULL,"6085","Sunnyvale","20927090","126  INCENSE TR","94085","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5605","SANT0004845","2016",NULL,"6085","Sunnyvale","20927094","134  INCENSE TR","94085","DR Horton","5+",0,0,1,0,1,1,1,1,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5606","SANT0004846","2016",NULL,"6085","Sunnyvale","20927083","131  IVORY PALM TR","94085","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5607","SANT0004847","2016",NULL,"6085","Sunnyvale","20927092","130  INCENSE TR","94085","DR Horton","5+",0,0,0,1,1,1,0,0,0,0,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
