joinid,apn
SOLA0001564,0027860480
SOLA0001590,0027872010
SOLA0001591,0027872020
SOLA0001592,0027872030
SOLA0001593,0027871050
SOLA0001594,0027871010
SOLA0001595,0027871020
SOLA0001596,0027871030
SOLA0001597,0027871040
SOLA0001604,0166345050
SOLA0001637,0027871100
SOLA0001638,0027871060
SOLA0001639,0027871070
SOLA0001640,0027871080
SOLA0001641,0027871090
SOLA0001642,0027872040
SOLA0001643,0027872050
SOLA0001644,0027872060
SOLA0001679,0027872070
SOLA0001680,0027872080
SOLA0001681,0027872090
SOLA0001682,0027871150
SOLA0001683,0027871110
SOLA0001684,0027871120
SOLA0001685,0027871130
SOLA0001686,0027871140
SOLA0001712,0027872100
SOLA0001713,0027872110
SOLA0001714,0027871200
SOLA0001715,0027871160
SOLA0001716,0027871170
SOLA0001717,0027871180
SOLA0001718,0027871190
SOLA0001729,90136
SOLA0001730,90137
SOLA0001731,90138
SOLA0001732,90139
SOLA0001734,NULL
SOLA0001772,0176-502-130
SOLA0001773,0176-502-100
SOLA0001774,0176-502-070
SOLA0001775,0176-502-11
SOLA0001776,0176-502-120
SOLA0001777,0176-502-080
SOLA0001783,0176-502-300
SOLA0001784,0176-502-270
SOLA0001785,0176-502-290
SOLA0001786,0176-502-280
SOLA0001787,0176-502-260
SOLA0001790,0176-502-240
SOLA0001792,0176-502-020
SOLA0001793,0176-502-050
SOLA0001794,0176-502-090
SOLA0001795,0176-502-060
SOLA0001797,0176-502-250
SOLA0001798,0176-502-330
SOLA0001800,0176-503-050
SOLA0001802,0176-502-230
SOLA0001803,0176-503-030
SOLA0001804,0176-503-290
SOLA0001805,0176-503-330
SOLA0001806,0176-502-040
SOLA0001808,0176-503-040
SOLA0001809,0176-502-220
SOLA0001811,0176-502-030
SOLA0001812,0176-502-170
SOLA0001813,0176-503-260
SOLA0001815,0176-502-010
SOLA0001816,0176-503-270
SOLA0001817,0176-502-210
SOLA0001818,0176-502-370
SOLA0001820,0176-502-200
SOLA0001821,0176-503-010
SOLA0001822,0176-502-340
SOLA0001823,0176-503-130
SOLA0001824,0176-502-320
SOLA0001826,0176-502-310
SOLA0001827,0176-503-320
SOLA0001828,0176-503-060
SOLA0001829,0176-503-100
SOLA0001830,0176-502-360
SOLA0001831,0176-503-240
SOLA0001834,0176-503-090
SOLA0001835,0176-503-310
SOLA0001836,0176-504-070
SOLA0001837,0176-511-030
SOLA0001838,0176-503-140
SOLA0001839,0176-502-190
SOLA0001841,0176-503-120
SOLA0001842,0176-504-110
SOLA0001843,0176-504-050
SOLA0001844,0176-503-250
SOLA0001845,0176-502-350
SOLA0001846,0176-502-160
SOLA0001847,0176-502-150
SOLA0001848,0176-504-130
SOLA0001850,0176-503-170
SOLA0001851,0176-503-020
SOLA0001852,0176-503-150
SOLA0001853,0176-502-140
SOLA0001854,0176-511-020
SOLA0001855,0176-503-230
SOLA0001856,0176-503-230
SOLA0001857,0176-504-100
SOLA0001858,0176-504-080
SOLA0001859,0176-503-230
SOLA0001860,0176-503-160
SOLA0001861,0176-512-040
SOLA0001862,0176-504-020
SOLA0001863,0176-505-040
SOLA0001864,0176-505-030
SOLA0001865,0176-504-030
SOLA0001866,0176-504-010
SOLA0001867,0176-503-280
SOLA0001868,0176-512-050
SOLA0001869,0176-512-070
SOLA0001870,0176-503-080
SOLA0001871,0176-512-060
SOLA0001872,0176-503-210
SOLA0001873,0176-512-020
SOLA0001874,0176-502-180
SOLA0001875,0176-514-110
SOLA0001876,0176-505-020
SOLA0001877,176-514-090
SOLA0001878,0176-504-040
SOLA0001879,0176-514-170
SOLA0001881,0176-511-040
SOLA0001882,0176-512-010
SOLA0001883,0176-514-150
SOLA0001884,0176-503-110
SOLA0001885,0176-503-070
SOLA0001886,0176-513-220
SOLA0001887,0176-514-160
SOLA0001888,0176-504-090
SOLA0001889,0176-514-070
SOLA0001890,0176-505-010
SOLA0001891,0176-513-130
SOLA0001892,0176-513-140
SOLA0001893,0176-514-060
SOLA0001894,0176-504-060
SOLA0001895,0176-513-120
SOLA0001896,0176-514-050
SOLA0001897,0176-514-080
SOLA0001898,0176-514-010
SOLA0001903,0147010140
SOLA0001931,174-514-030
SOLA0001932,174-512-050
SOLA0001933,174-512-070
SOLA0001934,0174-512-060
SOLA0001935,174-511-120
SOLA0001936,174-511-130
SOLA0001937,174-511-140
SOLA0001938,174-514-040
SOLA0001939,174-514-050
SOLA0001940,0174-511-090
SOLA0001941,0174-511-100
SOLA0001942,0174-511-110
SOLA0001943,0174-514-060
SOLA0001944,0174-514-070
SOLA0001945,0174-514-080
SOLA0001946,0174-514-090
SOLA0001947,0174-514-110
SOLA0001948,0174-514-120
SOLA0001949,0174-514-130
SOLA0001950,0174-514-140
SOLA0001951,0174-514-150
SOLA0001952,0174-514-160
SOLA0001953,0174-514-170
SOLA0001954,0174-511-050
SOLA0001955,0174-511-060
SOLA0001956,0174-511-070
SOLA0001957,0174-511-080
SOLA0001958,0174-514-180
SOLA0001959,0174-514-190
SOLA0001960,0174-514-200
SOLA0001961,0174-511-010
SOLA0001962,0174-511-020
SOLA0001963,0174-511-030
SOLA0001964,0174-511-040
SOLA0001965,0174-514-210
SOLA0001966,0174-514-220
SOLA0001967,0174-514-230
SOLA0001968,0174-513-060
SOLA0001969,0174-513-070
SOLA0001970,0174-513-080
SOLA0001971,0174-513-090
SOLA0001972,0174-513-100
SOLA0001973,0174-514-270
SOLA0001974,0174-514-280
SOLA0001975,0174-513-020
SOLA0001976,0174-513-030
SOLA0001977,0174-513-040
SOLA0001978,0174-513-050
SOLA0001979,0174-512-010
SOLA0001980,0174-512-020
SOLA0001981,0174-512-030
SOLA0001982,0174-512-040
SOLA0001983,NULL
SOLA0001984,NULL
SOLA0001985,NULL
SOLA0001986,NULL
SOLA0001987,NULL
SOLA0001988,NULL
SOLA0001989,NULL
SOLA0001990,NULL
SOLA0001991,NULL
SOLA0001992,NULL
SOLA0001993,NULL
SOLA0001994,NULL
SOLA0001995,NULL
SOLA0001996,NULL
SOLA0001997,NULL
SOLA0001998,NULL
SOLA0001999,NULL
SOLA0002000,NULL
SOLA0002001,NULL
SOLA0002002,NULL
SOLA0002003,NULL
SOLA0002004,NULL
SOLA0002005,NULL
SOLA0002006,NULL
SOLA0002007,NULL
SOLA0002008,NULL
SOLA0002009,NULL
SOLA0002010,NULL
SOLA0002011,NULL
SOLA0002012,NULL
SOLA0002013,NULL
SOLA0002014,NULL
SOLA0002015,NULL
SOLA0002016,NULL
SOLA0002017,NULL
SOLA0002018,NULL
SOLA0002019,NULL
SOLA0002020,NULL
SOLA0002021,NULL
SOLA0002022,NULL
SOLA0002023,NULL
SOLA0002024,NULL
SOLA0002025,NULL
SOLA0002026,NULL
SOLA0002027,NULL
SOLA0002028,NULL
SOLA0002029,NULL
SOLA0002030,NULL
SOLA0002031,NULL
SOLA0002032,NULL
SOLA0002033,NULL
SOLA0002034,NULL
SOLA0002035,NULL
SOLA0002036,NULL
SOLA0002037,NULL
SOLA0002038,NULL
SOLA0002039,NULL
SOLA0002040,NULL
SOLA0002041,NULL
SOLA0002042,NULL
SOLA0002043,NULL
SOLA0002044,NULL
SOLA0002045,NULL
SOLA0002046,NULL
SOLA0002047,NULL
SOLA0002048,NULL
SOLA0002049,NULL
SOLA0002050,NULL
SOLA0002051,NULL
SOLA0002052,NULL
SOLA0002053,NULL
SOLA0002054,NULL
SOLA0002055,NULL
SOLA0002056,NULL
SOLA0002057,NULL
SOLA0002058,NULL
SOLA0002059,NULL
SOLA0002060,NULL
SOLA0002061,NULL
SOLA0002062,NULL
SOLA0002063,NULL
SOLA0002064,NULL
SOLA0002065,NULL
SOLA0002066,NULL
SOLA0002067,NULL
SOLA0002068,NULL
SOLA0002069,NULL
SOLA0002070,NULL
SOLA0002071,NULL
SOLA0002072,NULL
SOLA0002073,NULL
SOLA0002074,NULL
SOLA0002075,NULL
SOLA0002076,NULL
SOLA0002077,NULL
SOLA0002078,NULL
SOLA0002079,NULL
SOLA0002080,NULL
SOLA0002081,NULL
SOLA0002082,NULL
SOLA0002083,NULL
SOLA0002084,NULL
SOLA0002085,NULL
SOLA0002086,NULL
SOLA0002087,NULL
SOLA0002088,NULL
SOLA0002089,NULL
SOLA0002090,NULL
SOLA0002091,NULL
SOLA0002092,NULL
SOLA0002093,NULL
SOLA0002094,NULL
SOLA0002095,NULL
SOLA0002096,NULL
SOLA0002097,NULL
SOLA0002098,NULL
SOLA0002099,NULL
SOLA0002100,NULL
SOLA0002101,NULL
SOLA0002102,NULL
SOLA0002103,NULL
SOLA0002104,NULL
SOLA0002105,NULL
SOLA0002106,NULL
SOLA0002107,NULL
SOLA0002108,NULL
SOLA0002109,NULL
SOLA0002110,NULL
SOLA0002111,NULL
SOLA0002112,NULL
SOLA0002113,NULL
SOLA0002114,NULL
SOLA0002115,NULL
SOLA0002116,NULL
SOLA0002117,NULL
SOLA0002118,NULL
SOLA0002119,NULL
SOLA0002120,NULL
SOLA0002121,NULL
SOLA0002122,NULL
SOLA0002123,NULL
SOLA0002124,NULL
SOLA0002125,NULL
SOLA0002126,NULL
SOLA0002127,NULL
SOLA0002128,NULL
SOLA0002129,NULL
SOLA0002130,NULL
SOLA0002131,NULL
SOLA0002132,NULL
SOLA0002133,NULL
SOLA0002134,NULL
SOLA0002135,NULL
SOLA0002136,NULL
SOLA0002137,NULL
SOLA0002138,NULL
SOLA0002139,NULL
SOLA0002140,NULL
SOLA0002141,NULL
SOLA0002142,NULL
SOLA0002143,NULL
SOLA0002144,NULL
SOLA0002145,NULL
SOLA0002146,NULL
SOLA0002147,NULL
SOLA0002148,NULL
SOLA0002149,NULL
SOLA0002150,NULL
SOLA0002151,NULL
SOLA0002152,NULL
SOLA0002153,NULL
SOLA0002154,NULL
SOLA0002155,NULL
SOLA0002156,NULL
SOLA0002157,NULL
SOLA0002158,NULL
SOLA0002159,NULL
SOLA0002160,NULL
SOLA0002161,NULL
SOLA0002162,NULL
SOLA0002163,NULL
SOLA0002164,NULL
SOLA0002165,NULL
SOLA0002166,NULL
SOLA0002167,NULL
SOLA0002168,NULL
SOLA0002169,NULL
SOLA0002170,NULL
SOLA0002171,NULL
SOLA0002172,NULL
SOLA0002173,NULL
SOLA0002174,NULL
SOLA0002175,NULL
SOLA0002176,NULL
SOLA0002177,NULL
SOLA0002178,NULL
SOLA0002179,NULL
SOLA0002180,NULL
SOLA0002181,NULL
SOLA0002182,NULL
SOLA0002183,NULL
SOLA0002184,NULL
SOLA0002185,NULL
SOLA0002186,NULL
SOLA0002187,NULL
SOLA0002188,NULL
SOLA0002189,NULL
SOLA0002190,NULL
SOLA0002191,NULL
SOLA0002192,NULL
SOLA0002193,NULL
SOLA0002194,NULL
SOLA0002195,NULL
SOLA0002196,NULL
SOLA0002197,NULL
SOLA0002198,NULL
SOLA0002199,NULL
SOLA0002200,NULL
SOLA0002201,NULL
SOLA0002202,NULL
SOLA0002203,NULL
SOLA0002204,NULL
SOLA0002205,NULL
SOLA0002206,NULL
SOLA0002207,NULL
SOLA0002208,NULL
SOLA0002209,NULL
SOLA0002210,NULL
SOLA0002211,NULL
SOLA0002212,NULL
SOLA0002213,NULL
SOLA0002214,NULL
SOLA0002215,NULL
SOLA0002216,NULL
SOLA0002217,NULL
SOLA0002218,NULL
SOLA0002219,NULL
SOLA0002220,NULL
SOLA0002221,NULL
SOLA0002222,NULL
SOLA0002223,NULL
SOLA0002224,NULL
SOLA0002225,NULL
SOLA0002226,NULL
SOLA0002227,NULL
SOLA0002228,NULL
SOLA0002229,NULL
SOLA0002230,NULL
SOLA0002231,NULL
SOLA0002232,NULL
SOLA0002233,NULL
SOLA0002234,NULL
SOLA0002235,NULL
SOLA0002236,NULL
SOLA0002237,NULL
SOLA0002238,NULL
SOLA0002239,NULL
SOLA0002240,NULL
SOLA0002241,NULL
SOLA0002242,NULL
SOLA0002243,NULL
SOLA0002244,NULL
SOLA0002245,NULL
SOLA0002246,NULL
SOLA0002247,NULL
SOLA0002248,NULL
SOLA0002249,NULL
SOLA0002250,NULL
SOLA0002251,NULL
SOLA0002252,NULL
SOLA0002253,NULL
SOLA0002254,NULL
SOLA0002255,NULL
SOLA0002256,NULL
SOLA0002257,NULL
SOLA0002258,NULL
SOLA0002259,NULL
SOLA0002260,NULL
SOLA0002261,NULL
SOLA0002262,NULL
SOLA0002263,NULL
SOLA0002264,NULL
SOLA0002265,NULL
SOLA0002266,NULL
SOLA0002267,NULL
SOLA0002268,NULL
SOLA0002269,NULL
SOLA0002270,NULL
SOLA0002271,NULL
SOLA0002272,NULL
SOLA0002273,NULL
SOLA0002274,NULL
SOLA0002275,NULL
SOLA0002276,NULL
SOLA0002277,NULL
SOLA0002278,NULL
SOLA0002279,NULL
SOLA0002280,NULL
SOLA0002281,NULL
SOLA0002282,NULL
SOLA0002283,NULL
SOLA0002284,NULL
SOLA0002285,NULL
SOLA0002286,NULL
SOLA0002287,NULL
SOLA0002288,NULL
SOLA0002289,NULL
SOLA0002290,NULL
SOLA0002291,NULL
SOLA0002292,NULL
SOLA0002293,NULL
SOLA0002294,NULL
SOLA0002295,NULL
SOLA0002296,NULL
SOLA0002297,NULL
SOLA0002298,NULL
SOLA0002299,NULL
SOLA0002300,NULL
SOLA0002301,NULL
SOLA0002302,NULL
SOLA0002303,NULL
SOLA0002304,NULL
SOLA0002305,NULL
SOLA0002306,NULL
SOLA0002307,NULL
SOLA0002308,NULL
SOLA0002309,NULL
SOLA0002310,NULL
SOLA0002311,NULL
SOLA0002312,NULL
SOLA0002313,NULL
SOLA0002314,NULL
SOLA0002315,NULL
SOLA0002316,NULL
SOLA0002317,NULL
SOLA0002318,NULL
SOLA0002319,NULL
SONO0000635,NULL
SONO0000636,NULL
SONO0000637,NULL
SONO0000638,NULL
SONO0000639,NULL
SONO0000640,NULL
SONO0000641,NULL
SONO0000642,NULL
SONO0000643,NULL
SONO0000649,002-201-086
SONO0000670,NULL
SONO0000671,NULL
SONO0000672,NULL
SONO0000673,NULL
SONO0000674,NULL
SONO0000675,NULL
SONO0000676,NULL
SONO0000677,NULL
SONO0000678,NULL
SONO0000679,NULL
SONO0000680,NULL
SONO0000681,NULL
SONO0000682,NULL
SONO0000683,NULL
SONO0000684,NULL
SONO0000685,NULL
SONO0000686,NULL
SONO0000687,NULL
SONO0000688,NULL
SONO0000689,NULL
SONO0000690,NULL
SONO0000691,NULL
SONO0000692,NULL
SONO0000693,NULL
SONO0000694,NULL
SONO0000695,NULL
SONO0000696,NULL
SONO0000697,159-580-071
SONO0000698,159-580-072
SONO0000699,159-580-073
SONO0000700,159-580-074
SONO0000701,159-580-075
SONO0000702,159-580-094
SONO0000703,159-580-095
SONO0000704,159-580-096
SONO0000705,159-580-097
SONO0000706,159-580-098
SONO0000707,159-560-055
SONO0000708,159-560-056
SONO0000709,159-560-057
SONO0000710,159-560-058
SONO0000711,159-560-060
SONO0000712,159-560-061
SONO0000713,159-560-062
SONO0000714,159-560-063
SONO0000715,159-560-064
SONO0000716,159-560-065
SONO0000717,159-560-066
SONO0000718,159-560-059
SONO0000719,159-590-100
SONO0000720,159-590-085
SONO0000721,159-590-086
SONO0000722,159-590-099
SONO0000723,159-590-102
SONO0000724,159-590-115
SONO0000725,159-590-116
SONO0000726,159-590-101
SONO0000727,159-580-076
SONO0000728,159-580-077
SONO0000729,159-580-078
SONO0000730,159-580-079
SONO0000731,159-580-090
SONO0000732,159-580-091
SONO0000733,159-580-092
SONO0000734,159-580-093
SONO0000735,159-590-098
SONO0000736,159-590-087
SONO0000737,159-590-088
SONO0000738,159-590-097
SONO0000739,159-590-104
SONO0000740,159-590-113
SONO0000741,159-590-114
SONO0000742,159-590-103
SONO0000743,159-580-043
SONO0000744,159-580-044
SONO0000745,159-580-045
SONO0000746,159-580-046
SONO0000747,159-580-047
SONO0000748,159-580-066
SONO0000749,159-580-067
SONO0000750,159-580-068
SONO0000751,159-580-069
SONO0000752,159-580-070
SONO0000753,159-590-096
SONO0000754,159-590-089
SONO0000755,159-590-090
SONO0000756,159-590-095
SONO0000757,159-590-106
SONO0000758,159-590-111
SONO0000759,159-590-112
SONO0000760,159-590-105
SONO0000761,159-580-048
SONO0000762,159-580-049
SONO0000763,159-580-050
SONO0000764,159-580-051
SONO0000765,159-580-062
SONO0000766,159-580-063
SONO0000767,159-580-064
SONO0000768,159-580-065
SONO0000769,159-560-014
SONO0000770,159-560-015
SONO0000771,159-560-016
SONO0000772,159-560-017
SONO0000773,159-560-067
SONO0000774,159-560-068
SONO0000775,159-560-069
SONO0000776,159-560-018
SONO0000777,159-560-019
SONO0000778,159-560-020
SONO0000779,159-560-021
SONO0000780,159-560-054
SONO0000781,159-560-052
SONO0000782,159-560-053
SONO0000783,159-580-052
SONO0000784,159-580-053
SONO0000785,159-580-054
SONO0000786,159-580-055
SONO0000787,159-580-056
SONO0000788,159-580-057
SONO0000789,159-580-058
SONO0000790,159-580-059
SONO0000791,159-580-060
SONO0000792,159-580-061
SONO0000793,159-590-094
SONO0000794,159-590-091
SONO0000795,159-590-092
SONO0000796,159-590-093
SONO0000797,159-590-108
SONO0000798,159-590-109
SONO0000799,159-590-110
SONO0000800,159-590-107
SONO0000801,159-560-070
SONO0000802,159-560-071
SONO0000803,159-560-072
SONO0000804,159-560-073
SONO0000805,159-560-074
SONO0000806,159-560-075
SONO0000807,159-560-082
SONO0000808,159-560-048
SONO0000809,159-560-049
SONO0000810,159-560-050
SONO0000811,159-560-051
SONO0000812,NULL
SONO0000813,NULL
SONO0000814,NULL
SONO0000815,NULL
SONO0000816,NULL
SONO0000817,NULL
SONO0000818,NULL
SONO0000819,NULL
SONO0000820,NULL
SONO0000821,NULL
SONO0000822,NULL
SONO0000823,NULL
SONO0000824,NULL
SONO0000825,NULL
SONO0000826,NULL
SONO0000827,NULL
SONO0000828,NULL
SONO0000829,NULL
SONO0000830,NULL
SONO0000831,NULL
SONO0000832,NULL
SONO0000833,NULL
SONO0000834,NULL
SONO0000835,NULL
SONO0000836,NULL
SONO0000837,NULL
SONO0000838,NULL
SONO0000839,NULL
SONO0000840,NULL
SONO0000841,NULL
SONO0000842,NULL
SONO0000843,NULL
SONO0000844,NULL
SONO0000845,NULL
SONO0000846,NULL
SONO0000847,NULL
SONO0000848,NULL
SONO0000849,NULL
SONO0000850,NULL
SONO0000851,NULL
SONO0000852,NULL
SONO0000853,NULL
SONO0000854,NULL
SONO0000855,NULL
SONO0000856,NULL
SONO0000857,NULL
SONO0000858,NULL
SONO0000859,NULL
SONO0000860,NULL
SONO0000861,NULL
SONO0000862,NULL
SONO0000863,NULL
SONO0000864,NULL
SONO0000865,NULL
SONO0000866,NULL
SONO0000867,NULL
SONO0000868,NULL
SONO0000869,NULL
SONO0000870,NULL
SONO0000871,NULL
SONO0000872,NULL
SONO0000873,NULL
SONO0000874,NULL
SONO0000875,NULL
SONO0000876,NULL
SONO0000877,NULL
SONO0000878,NULL
SONO0000879,NULL
SONO0000880,NULL
SONO0000881,NULL
SONO0000882,NULL
SONO0000883,NULL
SONO0000884,NULL
SONO0000885,NULL
SONO0000886,NULL
SONO0000887,NULL
SONO0000888,NULL
SONO0000889,NULL
SONO0000890,NULL
SONO0000891,NULL
SONO0000892,NULL
SONO0000893,NULL
SONO0000894,NULL
SONO0000895,NULL
SONO0000896,NULL
SONO0000897,NULL
SONO0000898,NULL
SONO0000899,NULL
SONO0000900,NULL
SONO0000901,NULL
SONO0000902,NULL
SONO0000903,NULL
SONO0000904,NULL
SONO0000905,NULL
SONO0000906,NULL
SONO0000907,NULL
SONO0000908,NULL
SONO0000909,NULL
SONO0000910,NULL
SONO0000911,NULL
SONO0000912,NULL
SONO0000913,NULL
SONO0000914,NULL
SONO0000915,NULL
SONO0000916,NULL
SONO0000917,NULL
SONO0000918,NULL
SONO0000919,NULL
SONO0000920,NULL
SONO0000921,NULL
SONO0000922,NULL
SONO0000923,NULL
SONO0000924,NULL
SONO0000925,NULL
SONO0000926,NULL
SONO0000927,NULL
SONO0000928,NULL
SONO0000929,NULL
SONO0000930,NULL
SONO0000931,NULL
SONO0000932,NULL
SONO0000933,NULL
SONO0000934,NULL
SONO0000935,NULL
SONO0000936,NULL
SONO0000937,NULL
SONO0000938,NULL
SONO0000939,NULL
SONO0000940,NULL
SONO0000941,NULL
SONO0000942,NULL
SONO0000951,NULL
SONO0000952,NULL
SONO0000953,NULL
SONO0000954,NULL
SONO0000955,NULL
SONO0000956,NULL
SONO0000957,NULL
SONO0000958,NULL
SONO0000959,NULL
SONO0000960,NULL
SONO0000961,NULL
SONO0000962,NULL
SONO0000963,NULL
SONO0000964,NULL
SONO0000965,NULL
SONO0000966,NULL
SONO0001079,NULL
