ZIP,City,Stab,CntyName,Ziptype,Location,Decommissioned
92112,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92113,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92114,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92115,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92116,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92117,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92118,CORONADO,CA,SAN DIEGO,STANDARD,"Coronado, CA",No
92119,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92120,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92121,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92122,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92123,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92124,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92126,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92127,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92128,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92129,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92130,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92131,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92132,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92133,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",Yes
92134,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92135,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92136,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92137,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92138,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92139,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92140,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92142,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92143,SAN YSIDRO,CA,SAN DIEGO,STANDARD,"San Ysidro, CA",No
92145,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92147,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92149,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92150,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92152,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92153,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92154,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92155,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92158,SAN DIEGO,CA,SAN DIEGO,UNIQUE,"San Diego, CA",No
92159,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92160,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92161,SAN DIEGO,CA,SAN DIEGO,UNIQUE,"San Diego, CA",No
92162,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92163,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92164,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92165,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92166,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92167,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92168,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92169,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92170,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92171,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92172,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92173,SAN YSIDRO,CA,SAN DIEGO,STANDARD,"San Ysidro, CA",No
92174,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92175,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92176,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92177,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92178,CORONADO,CA,SAN DIEGO,STANDARD,"Coronado, CA",No
92179,SAN DIEGO,CA,SAN DIEGO,UNIQUE,"San Diego, CA",No
92182,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92184,SAN DIEGO,CA,SAN DIEGO,UNIQUE,"San Diego, CA",No
92186,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92187,SAN DIEGO,CA,SAN DIEGO,UNIQUE,"San Diego, CA",No
92190,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92191,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92192,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92193,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92194,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92195,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92196,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92197,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92198,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92199,SAN DIEGO,CA,SAN DIEGO,STANDARD,"San Diego, CA",No
92201,INDIO,CA,RIVERSIDE,STANDARD,"Indio, CA",No
92202,INDIO,CA,RIVERSIDE,STANDARD,"Indio, CA",No
92203,INDIO,CA,RIVERSIDE,STANDARD,"Indio, CA",No
92210,INDIAN WELLS,CA,RIVERSIDE,STANDARD,"Indian Wells, CA",No
92211,PALM DESERT,CA,RIVERSIDE,STANDARD,"Palm Desert, CA",No
92220,BANNING,CA,RIVERSIDE,STANDARD,"Banning, CA",No
92222,BARD,CA,IMPERIAL,PO BOX ONLY,"Bard, CA",No
92223,BEAUMONT,CA,RIVERSIDE,STANDARD,"Beaumont, CA",No
92225,BLYTHE,CA,RIVERSIDE,STANDARD,"Blythe, CA",No
92226,BLYTHE,CA,RIVERSIDE,STANDARD,"Blythe, CA",No
92227,BRAWLEY,CA,IMPERIAL,STANDARD,"Brawley, CA",No
92230,CABAZON,CA,RIVERSIDE,STANDARD,"Cabazon, CA",No
92231,CALEXICO,CA,IMPERIAL,STANDARD,"Calexico, CA",No
92232,CALEXICO,CA,IMPERIAL,STANDARD,"Calexico, CA",No
92233,CALIPATRIA,CA,IMPERIAL,STANDARD,"Calipatria, CA",No
92234,CATHEDRAL CITY,CA,RIVERSIDE,STANDARD,"Cathedral City, CA",No
92235,CATHEDRAL CITY,CA,RIVERSIDE,STANDARD,"Cathedral City, CA",No
92236,COACHELLA,CA,RIVERSIDE,STANDARD,"Coachella, CA",No
92239,DESERT CENTER,CA,RIVERSIDE,PO BOX ONLY,"Desert Center, CA",No
92240,DESERT HOT SPRINGS,CA,RIVERSIDE,STANDARD,"Desert Hot Springs, CA",No
92241,DESERT HOT SPRINGS,CA,RIVERSIDE,STANDARD,"Desert Hot Springs, CA",No
92242,EARP,CA,SAN BERNARDINO,STANDARD,"Earp, CA",No
92243,EL CENTRO,CA,IMPERIAL,STANDARD,"El Centro, CA",No
92244,EL CENTRO,CA,IMPERIAL,STANDARD,"El Centro, CA",No
92247,LA QUINTA,CA,RIVERSIDE,,"La Quinta, CA",No
92248,LA QUINTA,CA,RIVERSIDE,,"La Quinta, CA",No
92249,HEBER,CA,IMPERIAL,STANDARD,"Heber, CA",No
92250,HOLTVILLE,CA,IMPERIAL,STANDARD,"Holtville, CA",No
92251,IMPERIAL,CA,IMPERIAL,STANDARD,"Imperial, CA",No
92252,JOSHUA TREE,CA,SAN BERNARDINO,STANDARD,"Joshua Tree, CA",No
92253,LA QUINTA,CA,RIVERSIDE,STANDARD,"La Quinta, CA",No
92254,MECCA,CA,RIVERSIDE,STANDARD,"Mecca, CA",No
92255,PALM DESERT,CA,RIVERSIDE,STANDARD,"Palm Desert, CA",No
92256,MORONGO VALLEY,CA,SAN BERNARDINO,STANDARD,"Morongo Valley, CA",No
92257,NILAND,CA,IMPERIAL,STANDARD,"Niland, CA",No
92258,NORTH PALM SPRINGS,CA,RIVERSIDE,PO BOX ONLY,"North Palm Springs, CA",No
92259,OCOTILLO,CA,IMPERIAL,PO BOX ONLY,"Ocotillo, CA",No
92260,PALM DESERT,CA,RIVERSIDE,STANDARD,"Palm Desert, CA",No
92261,PALM DESERT,CA,RIVERSIDE,STANDARD,"Palm Desert, CA",No
92262,PALM SPRINGS,CA,RIVERSIDE,STANDARD,"Palm Springs, CA",No
92263,PALM SPRINGS,CA,RIVERSIDE,STANDARD,"Palm Springs, CA",No
92264,PALM SPRINGS,CA,RIVERSIDE,STANDARD,"Palm Springs, CA",No
92266,PALO VERDE,CA,IMPERIAL,PO BOX ONLY,"Palo Verde, CA",No
92267,PARKER DAM,CA,SAN BERNARDINO,PO BOX ONLY,"Parker Dam, CA",No
92268,PIONEERTOWN,CA,SAN BERNARDINO,PO BOX ONLY,"Pioneertown, CA",No
92270,RANCHO MIRAGE,CA,RIVERSIDE,STANDARD,"Rancho Mirage, CA",No
92273,SEELEY,CA,IMPERIAL,PO BOX ONLY,"Seeley, CA",No
92274,THERMAL,CA,RIVERSIDE,STANDARD,"Thermal, CA",No
92275,SALTON CITY,CA,IMPERIAL,STANDARD,"Salton City, CA",No
92276,THOUSAND PALMS,CA,RIVERSIDE,STANDARD,"Thousand Palms, CA",No
92277,TWENTYNINE PALMS,CA,SAN BERNARDINO,STANDARD,"Twentynine Palms, CA",No
92278,TWENTYNINE PALMS,CA,SAN BERNARDINO,STANDARD,"Twentynine Palms, CA",No
92280,VIDAL,CA,SAN BERNARDINO,STANDARD,"Vidal, CA",No
92281,WESTMORLAND,CA,IMPERIAL,STANDARD,"Westmorland, CA",No
92282,WHITE WATER,CA,RIVERSIDE,STANDARD,"White Water, CA",No
92283,WINTERHAVEN,CA,IMPERIAL,STANDARD,"Winterhaven, CA",No
92284,YUCCA VALLEY,CA,SAN BERNARDINO,STANDARD,"Yucca Valley, CA",No
92285,LANDERS,CA,SAN BERNARDINO,STANDARD,"Landers, CA",No
92286,YUCCA VALLEY,CA,SAN BERNARDINO,STANDARD,"Yucca Valley, CA",No
92292,PALM SPRINGS,CA,RIVERSIDE,STANDARD,"Palm Springs, CA",No
92301,ADELANTO,CA,SAN BERNARDINO,STANDARD,"Adelanto, CA",No
92304,AMBOY,CA,SAN BERNARDINO,PO BOX ONLY,"Amboy, CA",No
92305,ANGELUS OAKS,CA,SAN BERNARDINO,STANDARD,"Angelus Oaks, CA",No
92307,APPLE VALLEY,CA,SAN BERNARDINO,STANDARD,"Apple Valley, CA",No
92308,APPLE VALLEY,CA,SAN BERNARDINO,STANDARD,"Apple Valley, CA",No
92309,BAKER,CA,SAN BERNARDINO,STANDARD,"Baker, CA",No
92310,FORT IRWIN,CA,SAN BERNARDINO,STANDARD,"Fort Irwin, CA",No
92311,BARSTOW,CA,SAN BERNARDINO,STANDARD,"Barstow, CA",No
92312,BARSTOW,CA,SAN BERNARDINO,STANDARD,"Barstow, CA",No
92313,GRAND TERRACE,CA,SAN BERNARDINO,STANDARD,"Grand Terrace, CA",No
92314,BIG BEAR CITY,CA,SAN BERNARDINO,STANDARD,"Big Bear City, CA",No
92315,BIG BEAR LAKE,CA,SAN BERNARDINO,PO BOX ONLY,"Big Bear Lake, CA",No
92316,BLOOMINGTON,CA,SAN BERNARDINO,STANDARD,"Bloomington, CA",No
92317,BLUE JAY,CA,SAN BERNARDINO,PO BOX ONLY,"Blue Jay, CA",No
92318,BRYN MAWR,CA,SAN BERNARDINO,PO BOX ONLY,"Bryn Mawr, CA",No
92320,CALIMESA,CA,RIVERSIDE,STANDARD,"Calimesa, CA",No
92321,CEDAR GLEN,CA,SAN BERNARDINO,PO BOX ONLY,"Cedar Glen, CA",No
92322,CEDARPINES PARK,CA,SAN BERNARDINO,PO BOX ONLY,"Cedarpines Park, CA",No
92323,CIMA,CA,SAN BERNARDINO,PO BOX ONLY,"Cima, CA",No
92324,COLTON,CA,SAN BERNARDINO,STANDARD,"Colton, CA",No
92325,CRESTLINE,CA,SAN BERNARDINO,PO BOX ONLY,"Crestline, CA",No
92326,CREST PARK,CA,SAN BERNARDINO,PO BOX ONLY,"Crest Park, CA",No
92327,DAGGETT,CA,SAN BERNARDINO,STANDARD,"Daggett, CA",No
92328,DEATH VALLEY,CA,INYO,STANDARD,"Death Valley, CA",No
92329,PHELAN,CA,SAN BERNARDINO,STANDARD,"Phelan, CA",No
92331,FONTANA,CA,SAN BERNARDINO,,"Fontana, CA",No
92332,ESSEX,CA,SAN BERNARDINO,STANDARD,"Essex, CA",No
92333,FAWNSKIN,CA,SAN BERNARDINO,PO BOX ONLY,"Fawnskin, CA",No
92334,FONTANA,CA,SAN BERNARDINO,STANDARD,"Fontana, CA",No
92335,FONTANA,CA,SAN BERNARDINO,STANDARD,"Fontana, CA",No
92336,FONTANA,CA,SAN BERNARDINO,STANDARD,"Fontana, CA",No
92337,FONTANA,CA,SAN BERNARDINO,STANDARD,"Fontana, CA",No
92338,LUDLOW,CA,SAN BERNARDINO,STANDARD,"Ludlow, CA",No
92339,FOREST FALLS,CA,SAN BERNARDINO,STANDARD,"Forest Falls, CA",No
92340,HESPERIA,CA,SAN BERNARDINO,STANDARD,"Hesperia, CA",No
92341,GREEN VALLEY LAKE,CA,SAN BERNARDINO,PO BOX ONLY,"Green Valley Lake, CA",No
92342,HELENDALE,CA,SAN BERNARDINO,STANDARD,"Helendale, CA",No
92344,HESPERIA,CA,SAN BERNARDINO,,"Hesperia, CA",No
92345,HESPERIA,CA,SAN BERNARDINO,STANDARD,"Hesperia, CA",No
92346,HIGHLAND,CA,SAN BERNARDINO,STANDARD,"Highland, CA",No
92347,HINKLEY,CA,SAN BERNARDINO,STANDARD,"Hinkley, CA",No
92350,LOMA LINDA,CA,SAN BERNARDINO,UNIQUE,"Loma Linda, CA",No
92352,LAKE ARROWHEAD,CA,SAN BERNARDINO,PO BOX ONLY,"Lake Arrowhead, CA",No
92354,LOMA LINDA,CA,SAN BERNARDINO,STANDARD,"Loma Linda, CA",No
92356,LUCERNE VALLEY,CA,SAN BERNARDINO,STANDARD,"Lucerne Valley, CA",No
92357,LOMA LINDA,CA,SAN BERNARDINO,UNIQUE,"Loma Linda, CA",No
92358,LYTLE CREEK,CA,SAN BERNARDINO,STANDARD,"Lytle Creek, CA",No
92359,MENTONE,CA,SAN BERNARDINO,STANDARD,"Mentone, CA",No
92363,NEEDLES,CA,SAN BERNARDINO,STANDARD,"Needles, CA",No
92364,NIPTON,CA,SAN BERNARDINO,STANDARD,"Nipton, CA",No
92365,NEWBERRY SPRINGS,CA,SAN BERNARDINO,STANDARD,"Newberry Springs, CA",No
92366,MOUNTAIN PASS,CA,SAN BERNARDINO,STANDARD,"Mountain Pass, CA",No
92368,ORO GRANDE,CA,SAN BERNARDINO,STANDARD,"Oro Grande, CA",No
92369,PATTON,CA,SAN BERNARDINO,PO BOX ONLY,"Patton, CA",No
92371,PHELAN,CA,SAN BERNARDINO,STANDARD,"Phelan, CA",No
92372,PINON HILLS,CA,SAN BERNARDINO,STANDARD,"Pinon Hills, CA",No
92373,REDLANDS,CA,SAN BERNARDINO,STANDARD,"Redlands, CA",No
92374,REDLANDS,CA,SAN BERNARDINO,STANDARD,"Redlands, CA",No
92375,REDLANDS,CA,SAN BERNARDINO,STANDARD,"Redlands, CA",No
92376,RIALTO,CA,SAN BERNARDINO,STANDARD,"Rialto, CA",No
92377,RIALTO,CA,SAN BERNARDINO,STANDARD,"Rialto, CA",No
92378,RIMFOREST,CA,SAN BERNARDINO,PO BOX ONLY,"Rimforest, CA",No
92382,RUNNING SPRINGS,CA,SAN BERNARDINO,PO BOX ONLY,"Running Springs, CA",No
92384,SHOSHONE,CA,INYO,PO BOX ONLY,"Shoshone, CA",No
92385,SKYFOREST,CA,SAN BERNARDINO,PO BOX ONLY,"Skyforest, CA",No
92386,SUGARLOAF,CA,SAN BERNARDINO,STANDARD,"Sugarloaf, CA",No
92389,TECOPA,CA,INYO,PO BOX ONLY,"Tecopa, CA",No
92391,TWIN PEAKS,CA,SAN BERNARDINO,PO BOX ONLY,"Twin Peaks, CA",No
92392,VICTORVILLE,CA,SAN BERNARDINO,STANDARD,"Victorville, CA",No
92393,VICTORVILLE,CA,SAN BERNARDINO,STANDARD,"Victorville, CA",No
92394,VICTORVILLE,CA,SAN BERNARDINO,STANDARD,"Victorville, CA",No
92395,VICTORVILLE,CA,SAN BERNARDINO,,"Victorville, CA",No
92397,WRIGHTWOOD,CA,SAN BERNARDINO,STANDARD,"Wrightwood, CA",No
92398,YERMO,CA,SAN BERNARDINO,PO BOX ONLY,"Yermo, CA",No
92399,YUCAIPA,CA,SAN BERNARDINO,STANDARD,"Yucaipa, CA",No
92401,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92402,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92403,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92404,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92405,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92406,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92407,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92408,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92410,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92411,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92412,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92413,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92414,SAN BERNARDINO,CA,SAN BERNARDINO,UNIQUE,"San Bernardino, CA",No
92415,SAN BERNARDINO,CA,SAN BERNARDINO,UNIQUE,"San Bernardino, CA",No
92418,SAN BERNARDINO,CA,SAN BERNARDINO,UNIQUE,"San Bernardino, CA",No
92423,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92424,SAN BERNARDINO,CA,SAN BERNARDINO,UNIQUE,"San Bernardino, CA",No
92427,SAN BERNARDINO,CA,SAN BERNARDINO,STANDARD,"San Bernardino, CA",No
92501,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92502,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92503,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92504,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92505,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92506,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92507,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92508,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92509,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92513,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92514,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92515,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92516,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92517,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92518,MARCH AIR RESERVE BASE,CA,RIVERSIDE,STANDARD,"March Air Reserve Base, CA",No
92519,RIVERSIDE,CA,RIVERSIDE,STANDARD,"Riverside, CA",No
92521,RIVERSIDE,CA,RIVERSIDE,UNIQUE,"Riverside, CA",No
92522,RIVERSIDE,CA,RIVERSIDE,UNIQUE,"Riverside, CA",No
92530,LAKE ELSINORE,CA,RIVERSIDE,STANDARD,"Lake Elsinore, CA",No
92531,LAKE ELSINORE,CA,RIVERSIDE,STANDARD,"Lake Elsinore, CA",No
92532,LAKE ELSINORE,CA,RIVERSIDE,STANDARD,"Lake Elsinore, CA",No
92536,AGUANGA,CA,RIVERSIDE,STANDARD,"Aguanga, CA",No
92539,ANZA,CA,RIVERSIDE,STANDARD,"Anza, CA",No
92543,HEMET,CA,RIVERSIDE,STANDARD,"Hemet, CA",No
92544,HEMET,CA,RIVERSIDE,STANDARD,"Hemet, CA",No
92545,HEMET,CA,RIVERSIDE,STANDARD,"Hemet, CA",No
92546,HEMET,CA,RIVERSIDE,STANDARD,"Hemet, CA",No
92548,HOMELAND,CA,RIVERSIDE,STANDARD,"Homeland, CA",No
92549,IDYLLWILD,CA,RIVERSIDE,PO BOX ONLY,"Idyllwild, CA",No
92551,MORENO VALLEY,CA,RIVERSIDE,STANDARD,"Moreno Valley, CA",No
92552,MORENO VALLEY,CA,RIVERSIDE,STANDARD,"Moreno Valley, CA",No
92553,MORENO VALLEY,CA,RIVERSIDE,STANDARD,"Moreno Valley, CA",No
92554,MORENO VALLEY,CA,RIVERSIDE,STANDARD,"Moreno Valley, CA",No
92555,MORENO VALLEY,CA,RIVERSIDE,STANDARD,"Moreno Valley, CA",No
92556,MORENO VALLEY,CA,RIVERSIDE,STANDARD,"Moreno Valley, CA",No
92557,MORENO VALLEY,CA,RIVERSIDE,STANDARD,"Moreno Valley, CA",No
92561,MOUNTAIN CENTER,CA,RIVERSIDE,STANDARD,"Mountain Center, CA",No
92562,MURRIETA,CA,RIVERSIDE,STANDARD,"Murrieta, CA",No
92563,MURRIETA,CA,RIVERSIDE,STANDARD,"Murrieta, CA",No
92564,MURRIETA,CA,RIVERSIDE,STANDARD,"Murrieta, CA",No
92567,NUEVO,CA,RIVERSIDE,STANDARD,"Nuevo, CA",No
92570,PERRIS,CA,RIVERSIDE,STANDARD,"Perris, CA",No
92571,PERRIS,CA,RIVERSIDE,STANDARD,"Perris, CA",No
92572,PERRIS,CA,RIVERSIDE,STANDARD,"Perris, CA",No
92581,SAN JACINTO,CA,RIVERSIDE,STANDARD,"San Jacinto, CA",No
92582,SAN JACINTO,CA,RIVERSIDE,STANDARD,"San Jacinto, CA",No
92583,SAN JACINTO,CA,RIVERSIDE,STANDARD,"San Jacinto, CA",No
92584,MENIFEE,CA,RIVERSIDE,STANDARD,"Menifee, CA",No
92585,SUN CITY,CA,RIVERSIDE,STANDARD,"Sun City, CA",No
92586,SUN CITY,CA,RIVERSIDE,STANDARD,"Sun City, CA",No
92587,SUN CITY,CA,RIVERSIDE,STANDARD,"Sun City, CA",No
92589,TEMECULA,CA,RIVERSIDE,STANDARD,"Temecula, CA",No
92590,TEMECULA,CA,RIVERSIDE,STANDARD,"Temecula, CA",No
92591,TEMECULA,CA,RIVERSIDE,STANDARD,"Temecula, CA",No
92592,TEMECULA,CA,RIVERSIDE,STANDARD,"Temecula, CA",No
92593,TEMECULA,CA,RIVERSIDE,STANDARD,"Temecula, CA",No
92595,WILDOMAR,CA,RIVERSIDE,STANDARD,"Wildomar, CA",No
92596,WINCHESTER,CA,RIVERSIDE,STANDARD,"Winchester, CA",No
92599,PERRIS,CA,RIVERSIDE,UNIQUE,"Perris, CA",No
92602,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92603,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92604,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92605,HUNTINGTON BEACH,CA,ORANGE,STANDARD,"Huntington Beach, CA",No
92606,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92607,LAGUNA NIGUEL,CA,ORANGE,STANDARD,"Laguna Niguel, CA",No
92609,EL TORO,CA,ORANGE,STANDARD,"El Toro, CA",No
92610,FOOTHILL RANCH,CA,ORANGE,STANDARD,"Foothill Ranch, CA",No
92612,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92614,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92615,HUNTINGTON BEACH,CA,ORANGE,STANDARD,"Huntington Beach, CA",No
92616,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92617,IRVINE,CA,ORANGE,,"Irvine, CA",No
92618,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92619,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92620,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92623,IRVINE,CA,ORANGE,STANDARD,"Irvine, CA",No
92624,CAPISTRANO BEACH,CA,ORANGE,STANDARD,"Capistrano Beach, CA",No
92625,CORONA DEL MAR,CA,ORANGE,STANDARD,"Corona Del Mar, CA",No
92626,COSTA MESA,CA,ORANGE,STANDARD,"Costa Mesa, CA",No
92627,COSTA MESA,CA,ORANGE,STANDARD,"Costa Mesa, CA",No
92628,COSTA MESA,CA,ORANGE,STANDARD,"Costa Mesa, CA",No
92629,DANA POINT,CA,ORANGE,STANDARD,"Dana Point, CA",No
92630,LAKE FOREST,CA,ORANGE,STANDARD,"Lake Forest, CA",No
92637,LAGUNA W,CA,ORANGE,STANDARD,"Laguna Woods, CA",No
92646,HUNTINGTON BEACH,CA,ORANGE,STANDARD,"Huntington Beach, CA",No
92647,HUNTINGTON BEACH,CA,ORANGE,STANDARD,"Huntington Beach, CA",No
92648,HUNTINGTON BEACH,CA,ORANGE,STANDARD,"Huntington Beach, CA",No
92649,HUNTINGTON BEACH,CA,ORANGE,STANDARD,"Huntington Beach, CA",No
92650,EAST IRVINE,CA,ORANGE,STANDARD,"East Irvine, CA",No
92651,LAGUNA BEACH,CA,ORANGE,STANDARD,"Laguna Beach, CA",No
92652,LAGUNA BEACH,CA,ORANGE,STANDARD,"Laguna Beach, CA",No
92653,LAGUNA HILLS,CA,ORANGE,STANDARD,"Laguna Hills, CA",No
92654,LAGUNA HILLS,CA,ORANGE,STANDARD,"Laguna Hills, CA",No
92655,MIDWAY CITY,CA,ORANGE,STANDARD,"Midway City, CA",No
92656,ALISO VIEJO,CA,ORANGE,STANDARD,"Aliso Viejo, CA",No
92657,NEWPORT COAST,CA,ORANGE,STANDARD,"Newport Coast, CA",No
92658,NEWPORT BEACH,CA,ORANGE,STANDARD,"Newport Beach, CA",No
92659,NEWPORT BEACH,CA,ORANGE,STANDARD,"Newport Beach, CA",No
92660,NEWPORT BEACH,CA,ORANGE,STANDARD,"Newport Beach, CA",No
92661,NEWPORT BEACH,CA,ORANGE,STANDARD,"Newport Beach, CA",No
92662,NEWPORT BEACH,CA,ORANGE,STANDARD,"Newport Beach, CA",No
92663,NEWPORT BEACH,CA,ORANGE,STANDARD,"Newport Beach, CA",No
92672,SAN CLEMENTE,CA,ORANGE,STANDARD,"San Clemente, CA",No
92673,SAN CLEMENTE,CA,ORANGE,STANDARD,"San Clemente, CA",No
