,tmc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,geometry,ADA,BACKRD,CARRIAGE,CHARGE,CONSTATUS,DYNSPEED,FEATTYP,FOW,FRC,FREEWAY,FT,F_BP,F_ELEV,F_JNCTID,F_JNCTTYP,ID,KPH,LANES,METERS,MINUTES,NAME,NAMELC,NAMETYP,NET2CLASS,NETBCLASS,NETCLASS,NTHRUTRAF,ONEWAY,PARTSTRUC,PJ,POSACCUR,PRIVATERD,PROCSTAT,RAMP,RDCOND,ROUGHRD,RTEDIR,RTEDIRVD,RTETYP,SHIELDNUM,SLIPRD,SOL,SPEEDCAT,STUBBLE,TOLLRD,TRANS,T_BP,T_ELEV,T_JNCTID,T_JNCTTYP,RDSTMC_nw,TMCPATHID_nw,tmc_nw,RDSTMC_rd,TMCPATHID_rd,inrix_tmc,RDSTMC,TMCPATHID
74,105N04295,62.93,62.2,62.0,62.9,63.8,64.26,64.34,65.955,65.325,66.0,65.0,65.58,66.0,66.0,65.0,30.09,18.29,16.12,17.96,27.85,63.715,65.0,64.555,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,105P04294,63.0,64.0,64.0,65.0,68.0,66.0,62.0,36.0,55.0,65.0,66.0,66.0,66.0,67.0,66.0,67.0,67.0,67.0,65.0,64.0,65.0,66.0,65.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,105P04295,63.0,64.0,64.0,64.0,67.0,66.0,62.0,29.0,45.0,65.0,65.0,65.0,66.0,66.0,65.0,66.0,67.0,66.0,64.0,64.0,65.0,65.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,105+04647,66.0,66.0,65.4,65.6,66.0,67.32,68.0,67.34,66.4,66.13,66.0,65.79,66.8,66.84,66.78,66.0,65.58,66.0,66.34,65.57,65.065,65.4,65.39,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,105P04647,66.0,66.0,65.8,66.0,66.0,68.0,67.8,64.59,63.6,64.17,64.50999999999999,64.56,65.0,65.07,65.535,65.6,65.23,65.4,65.79,65.795,65.99,66.145,66.0,66.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,105N04650,65.0,66.0,66.0,65.0,64.0,66.0,65.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,66.0,66.0,65.0,62.0,61.0,64.0,67.0,67.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,105+08253,48.0,46.0,48.0,49.0,47.0,46.0,45.0,45.0,44.2,43.8,43.165,42.59,41.129999999999995,41.795,42.39,43.0,42.8,43.39,44.2,45.0,44.75,45.995000000000005,45.665000000000006,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,105-06262,54.0,53.0,52.0,54.0,55.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0,51.0,51.0,50.0,48.0,39.0,40.0,47.0,51.0,51.0,51.0,51.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,105-06263,51.0,48.0,48.0,50.0,51.0,49.0,52.0,51.0,51.0,50.0,49.0,49.0,48.0,48.0,48.0,45.0,24.0,22.0,38.0,48.0,48.0,48.0,48.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,105+04939,61.0,61.0,60.0,59.0,60.0,62.0,63.535,63.0,62.965,62.0,62.11,61.980000000000004,62.6,63.0,62.6,61.120000000000005,60.0,56.0,44.47,56.144999999999996,61.59,62.0,62.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,105N04939,63.0,63.0,63.0,63.0,63.0,65.0,61.0,31.0,28.0,27.0,62.0,66.0,65.0,64.0,64.0,66.0,65.0,66.0,66.0,65.0,64.0,63.0,64.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,105+04305,65.0,65.0,65.0,65.0,65.08500000000001,68.6,65.2,22.28,14.71,63.7,64.0,64.0,64.91,65.0,64.995,66.87,67.0,66.59,66.0,65.4,64.6,64.6,64.8,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,105+04311,66.0,65.94,65.59,66.0,67.0,69.0,63.375,20.52,23.380000000000003,62.39,67.235,67.0,66.6,66.2,66.54,65.195,66.0,64.79,64.2,64.975,65.99,66.15,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,105+04315,63.0,62.0,62.0,62.2,66.0,69.4,64.0,31.475,22.075,45.95,64.4,67.34,67.0,67.0,67.0,66.19,67.0,66.8,67.0,67.0,66.4,66.19,66.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105P04315,64.0,62.0,62.0,62.6,67.0,70.39,61.474999999999994,19.04,15.335,18.19,53.349999999999994,70.2,70.2,70.39,70.0,69.6,69.95,69.2,70.0,68.0,67.2,66.6,65.595,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,105-04304,69.0,67.0,68.0,67.0,74.0,69.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,67.0,67.0,68.0,67.0,68.0,68.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
